Gene Symbol,logFC,logCPM,F,PValue,BH_adjusted_p-value,MAS_Score,MAS_rank,#NAME?,Category
BIRC5,2.972723996,3.64492982,68.51038618,2.95E-11,2.63E-09,25.50634019,65,8.580123896,Upregulated
GLDN,5.92310046,1.646484863,23.68383823,7.38E-06,4.95E-05,25.49977744,66,4.305140122,Upregulated
HPR,3.892850892,3.436346362,45.03290075,1.10E-08,2.82E-07,25.49903758,67,6.550222005,Upregulated
CDCA2,2.793804153,2.781063392,75.64512029,6.17E-12,8.43E-10,25.35076456,68,9.073923287,Upregulated
ASPM,2.741959423,4.022693093,77.73457988,3.93E-12,5.82E-10,25.32303547,69,9.23537936,Upregulated
PLK1,2.817435163,3.87174913,73.62134589,9.49E-12,1.07E-09,25.27104964,70,8.969523053,Upregulated
MMP9,4.306279826,9.881783778,38.03785751,8.42E-08,1.43E-06,25.17109541,71,5.845206634,Upregulated
H2AC14,3.042630381,-1.841565132,58.02567311,8.33E-11,5.88E-09,25.04355393,72,8.230889329,Upregulated
ASS1,3.552530779,-0.590256367,47.21399949,2.87E-09,9.73E-08,24.91058871,73,7.01206837,Upregulated
MAOB,4.185045183,1.425089483,38.76384067,6.37E-08,1.14E-06,24.86896187,74,5.942340113,Upregulated
NR2E1,6.121228383,-0.846405437,23.13468573,1.48E-05,8.77E-05,24.83526903,75,4.057236142,Upregulated
EXO1,2.737855716,2.408439091,74.84216356,7.37E-12,9.36E-10,24.71928999,76,9.028704415,Upregulated
ZNF608,4.381928605,5.088325642,35.71989672,1.72E-07,2.51E-06,24.54386788,77,5.601156497,Upregulated
DUSP13B,3.90941057,1.600152733,42.06248011,2.54E-08,5.49E-07,24.47508254,78,6.260555678,Upregulated
ITGA8,4.281963007,-0.780484521,34.33538268,1.37E-07,2.11E-06,24.30747118,79,5.676712093,Upregulated
SPC25,2.865716621,1.616048495,67.33544422,3.99E-11,3.35E-09,24.2862108,80,8.474742624,Upregulated
ZDHHC19,5.550610068,4.760590282,25.08118668,5.97E-06,4.24E-05,24.273629,81,4.373146142,Upregulated
MET,4.017912236,0.743062669,38.29418493,6.53E-08,1.16E-06,23.84990361,83,5.935894616,Upregulated
H2BC5,3.005233077,4.974529824,60.34968871,2.00E-10,1.18E-08,23.82750436,84,7.928671005,Upregulated
POLQ,2.710173992,2.732034793,70.99866299,1.70E-11,1.70E-09,23.76479905,85,8.768735557,Upregulated
UCHL1,4.077947475,1.622378645,37.57419647,9.53E-08,1.58E-06,23.66258843,88,5.802573126,Upregulated
DLGAP5,2.641097665,3.630731758,73.36684659,1.00E-11,1.11E-09,23.65381342,89,8.956054043,Upregulated
E2F8,2.852600935,2.723298893,64.41405232,7.63E-11,5.56E-09,23.54876837,90,8.255191982,Upregulated
H2BC6,2.922066259,-0.389187391,59.97799454,1.57E-10,9.64E-09,23.42350213,91,8.016074948,Upregulated
CPE,4.451092535,-0.105830496,30.68002059,5.15E-07,6.05E-06,23.227609,92,5.218406228,Upregulated
NEK2,2.786158576,2.108219735,65.13323461,6.52E-11,4.90E-09,23.15346981,93,8.310176603,Upregulated
SPATC1,3.783991527,1.935784857,40.07475762,4.65E-08,8.90E-07,22.89471338,95,6.050413489,Upregulated
TIMP4,6.57084687,-0.089760518,18.45323944,7.58E-05,0.000329887,22.87728874,96,3.481634741,Upregulated
KIFC1,2.655221403,3.87626524,68.25412454,3.12E-11,2.77E-09,22.72396367,98,8.558218022,Upregulated
HMMR,2.495949886,3.121797012,75.0321211,7.00E-12,9.05E-10,22.57155606,100,9.043272938,Upregulated
H4C4,2.834770901,0.332965925,60.42971425,1.89E-10,1.13E-08,22.53268784,102,7.948680378,Upregulated
MAOA,6.614430858,5.018592403,17.75697102,9.39E-05,0.000392847,22.52727347,103,3.405776544,Upregulated
TRIP13,2.738571326,2.65982893,63.87552434,8.66E-11,6.03E-09,22.51066453,104,8.219856942,Upregulated
ARG1,4.292354709,6.583467023,32.41051341,4.92E-07,5.83E-06,22.46848476,105,5.234535886,Upregulated
SLCO4A1,2.960581495,2.289836298,56.11966463,5.78E-10,2.69E-08,22.41196056,106,7.570121138,Upregulated
SKA1,2.64616143,2.672495571,66.56984405,4.62E-11,3.68E-09,22.31825417,107,8.434199789,Upregulated
PPARG,3.36642472,2.567621097,45.78577534,8.95E-09,2.45E-07,22.25742885,108,6.611592625,Upregulated
CKAP2L,2.569655447,2.392892408,69.35371088,2.46E-11,2.26E-09,22.21521034,109,8.645209756,Upregulated
MCEMP1,3.13507029,7.207919759,50.54380789,2.41E-09,8.47E-08,22.17208517,111,7.072276893,Upregulated
DEPDC1,2.703389264,1.853237761,63.06489864,1.06E-10,7.14E-09,22.02332698,112,8.14656153,Upregulated
CDT1,2.781437213,2.975161768,59.73215633,2.33E-10,1.34E-08,21.89524546,115,7.871917928,Upregulated
DTL,2.56779937,3.784282996,66.90336809,4.25E-11,3.51E-09,21.71154393,116,8.455311648,Upregulated
CCNB2,2.529249845,3.475528867,68.52275988,2.94E-11,2.63E-09,21.70127703,117,8.580123896,Upregulated
IGLL5,3.423435974,9.100476413,42.24427393,2.42E-08,5.28E-07,21.48972092,119,6.277237573,Upregulated
NOS1AP,3.086111204,-0.514852894,47.74386025,3.46E-09,1.12E-07,21.45345157,120,6.951613261,Upregulated
UBE2C,2.438780112,3.108808642,71.30375265,1.58E-11,1.61E-09,21.44677691,121,8.794059292,Upregulated
CA12,3.743719824,0.613438464,36.31304127,1.26E-07,1.98E-06,21.34848135,122,5.702478378,Upregulated
MYO10,2.780952858,2.798495764,57.18224867,4.38E-10,2.15E-08,21.3254963,123,7.66841345,Upregulated
TPX2,2.505180898,4.693944338,67.33416395,3.85E-11,3.27E-09,21.25895028,124,8.485994081,Upregulated
ORC1,2.436511146,3.086082557,70.17667619,2.03E-11,1.97E-09,21.21275465,125,8.706200538,Upregulated
SLC1A3,3.798218359,3.508955427,35.4587332,1.87E-07,2.68E-06,21.16049285,126,5.571162807,Upregulated
TK1,2.727438911,3.813587249,58.20930359,3.38E-10,1.76E-08,21.15273192,127,7.755529127,Upregulated
GGH,2.446606107,3.644854312,69.31992141,2.46E-11,2.28E-09,21.14575909,128,8.642894757,Upregulated
KIF15,2.44574944,3.074883187,69.37909386,2.43E-11,2.28E-09,21.13814859,129,8.642810355,Upregulated
TOP2A,2.479106399,5.26556041,67.548966,3.66E-11,3.15E-09,21.07788266,130,8.502209776,Upregulated
TROAP,2.827327434,2.281635875,54.63361421,8.41E-10,3.62E-08,21.03815293,131,7.441003358,Upregulated
NCAPG,2.231403925,3.977486677,80.02454678,2.44E-12,4.16E-10,20.93205603,132,9.380666492,Upregulated
IGF1,3.619933933,1.473005047,36.89069736,1.20E-07,1.91E-06,20.70576208,135,5.719928171,Upregulated
H2BC8,2.591916907,1.585891521,61.00829399,1.75E-10,1.05E-08,20.68098247,136,7.979029889,Upregulated
C1orf226,3.208906536,1.548234031,43.90686513,1.54E-08,3.63E-07,20.66392784,137,6.439554287,Upregulated
GPR84,3.52773764,4.061119978,37.87176604,8.87E-08,1.49E-06,20.55371533,139,5.826316306,Upregulated
ARHGAP23,2.190168365,1.064030574,79.96482612,2.59E-12,4.37E-10,20.49990322,140,9.35996682,Upregulated
FIGN,5.082920082,-0.165986666,21.47411343,1.61E-05,9.43E-05,20.46062381,141,4.025367993,Upregulated
KNL1,2.265309378,3.527818817,74.29055232,8.20E-12,9.97E-10,20.39061214,142,9.001248279,Upregulated
G0S2,3.105574571,2.409545732,45.25288476,1.04E-08,2.72E-07,20.38885303,143,6.565243425,Upregulated
GLDC,3.719863477,4.104492462,34.29156674,2.70E-07,3.62E-06,20.24286758,146,5.441830784,Upregulated
HASPIN,2.471465063,1.776573881,63.50456446,9.57E-11,6.50E-09,20.23366962,147,8.186913069,Upregulated
E2F7,2.672598265,1.742482768,56.1340821,5.80E-10,2.69E-08,20.23189262,148,7.570121138,Upregulated
NTNG2,2.597515472,6.112171601,58.31416617,3.29E-10,1.72E-08,20.16757324,149,7.764178294,Upregulated
INSC,3.018856709,1.492467087,46.39184365,7.65E-09,2.15E-07,20.12665513,150,6.666979279,Upregulated
AURKB,2.46440683,3.091778338,63.17578499,1.02E-10,6.87E-09,20.11640424,151,8.162777344,Upregulated
RRBP1,1.979055983,7.298004977,91.64793256,2.43E-13,7.41E-11,20.04790918,152,10.13003642,Upregulated
H2AC17,3.213289883,-0.756388678,40.07402714,2.81E-08,5.89E-07,20.01787655,153,6.229713868,Upregulated
PBK,2.740338526,1.63415516,52.52267371,1.47E-09,5.63E-08,19.86608519,155,7.249500381,Upregulated
SPAG4,2.851188539,-0.12159351,48.49463657,3.67E-09,1.18E-07,19.75551424,156,6.928869828,Upregulated
F5,2.18674388,7.942823677,74.84713313,7.26E-12,9.30E-10,19.74945385,157,9.031443524,Upregulated
PCLAF,2.387494054,2.960623663,64.53425103,7.38E-11,5.43E-09,19.7331319,158,8.265206722,Upregulated
CEP55,2.426785933,3.452093102,62.55952651,1.17E-10,7.72E-09,19.68691673,159,8.112341704,Upregulated
MELK,2.448397114,2.608807054,61.54847272,1.50E-10,9.41E-09,19.65170164,160,8.026353863,Upregulated
CENPA,2.530844154,1.571611654,58.19677666,3.47E-10,1.80E-08,19.60260502,161,7.745480888,Upregulated
LOC102723407,3.806511209,5.068632966,31.6182258,6.37E-07,7.16E-06,19.58476146,162,5.145068642,Upregulated
OXCT2,3.103643895,-0.530712491,41.27774377,2.28E-08,5.04E-07,19.54621486,164,6.29782782,Upregulated
SLC9A4,4.461777483,-1.488504994,24.90793463,5.85E-06,4.16E-05,19.54599121,165,4.380763335,Upregulated
KIF2C,2.416913869,3.444179212,62.08748091,1.31E-10,8.42E-09,19.51580066,166,8.074677758,Upregulated
TTK,2.2034111,2.529576717,71.56322006,1.50E-11,1.53E-09,19.42264394,167,8.814807159,Upregulated
CAV1,3.19119059,2.710536371,40.26971307,4.35E-08,8.38E-07,19.39203306,168,6.076739234,Upregulated
BSND,4.579794063,-0.51810928,22.90668223,9.08E-06,5.89E-05,19.37221719,169,4.229931942,Upregulated
CENPE,2.178942372,3.536640052,72.09939945,1.32E-11,1.37E-09,19.30928149,170,8.861767864,Upregulated
CENPM,2.701399284,1.93493068,51.32602997,1.99E-09,7.24E-08,19.28844379,171,7.140167654,Upregulated
RADIL,2.904974295,-1.784752041,42.63077372,8.36E-09,2.30E-07,19.28271754,172,6.637827253,Upregulated
DYSF,2.332885375,9.711320994,64.51888027,7.38E-11,5.43E-09,19.28177988,173,8.265206722,Upregulated
MMP8,4.607803687,8.26735046,23.52852106,1.04E-05,6.56E-05,19.27429522,174,4.182967966,Upregulated
TYMS,2.379509649,4.335549999,61.98285137,1.35E-10,8.58E-09,19.19387879,176,8.066316853,Upregulated
CDC25C,2.309413847,1.112158761,65.06232494,6.76E-11,5.05E-09,19.1609708,177,8.296897859,Upregulated
UHRF1,2.11260325,3.897539595,75.20755979,6.73E-12,8.86E-10,19.12407909,178,9.052376063,Upregulated
ANLN,2.609005097,3.141318488,53.21857095,1.20E-09,4.79E-08,19.09729774,179,7.319762526,Upregulated
E2F1,2.645675742,3.987455782,51.62848953,1.81E-09,6.68E-08,18.98262429,181,7.17496252,Upregulated
OPLAH,3.06628283,3.732543206,41.20508073,3.28E-08,6.64E-07,18.94391597,182,6.178137183,Upregulated
TXNDC5,2.916886172,8.82926182,43.18299528,1.85E-08,4.22E-07,18.59372461,184,6.374511557,Upregulated
TERT,3.184123794,-0.829500478,36.40669242,8.88E-08,1.49E-06,18.55307268,185,5.826743518,Upregulated
SPAG5,2.193668289,4.269781414,65.66192473,5.66E-11,4.34E-09,18.3447496,186,8.362590502,Upregulated
BRCA1,1.488465543,4.445896111,129.8241203,3.85E-16,5.02E-13,18.30669361,188,12.29903755,Upregulated
KIF20A,2.379615397,2.816461781,57.290421,4.26E-10,2.10E-08,18.27134859,189,7.678278018,Upregulated
PIEZO2,4.325744329,-1.791647672,23.5614613,1.02E-05,6.46E-05,18.12268263,190,4.189494627,Upregulated
CENPF,2.144362628,4.358127716,66.7576587,4.39E-11,3.60E-09,18.10639694,191,8.443719688,Upregulated
EPB41L4B,7.340269881,-0.198590469,11.79074848,0.001244721,0.003439468,18.08281892,193,2.463508728,Upregulated
FABP2,5.774613453,-0.317525087,15.67697941,0.000206605,0.000755236,18.02786622,194,3.121917401,Upregulated
LY6G6C,2.947872737,0.196912328,40.18805752,4.17E-08,8.11E-07,17.9548568,195,6.090784236,Upregulated
CREB3L1,6.69001609,0.363294802,12.84803443,0.000712925,0.002151978,17.84335852,196,2.667162273,Upregulated
CDCA3,2.258333883,2.294318397,59.88348764,2.25E-10,1.31E-08,17.7996398,197,7.881757404,Upregulated
H2BC7,2.711253719,1.052964688,45.23002738,1.06E-08,2.75E-07,17.78586332,198,6.560014355,Upregulated
BAMBI,3.017718935,1.315161897,38.52982955,7.40E-08,1.29E-06,17.77235683,199,5.889334697,Upregulated
CCNA1,3.878304262,2.643209608,26.59695545,3.51E-06,2.73E-05,17.69931752,202,4.563674309,Upregulated
KIF11,2.144524687,4.605636546,64.13132724,8.09E-11,5.77E-09,17.6682821,203,8.238786998,Upregulated
ELANE,4.785395094,5.998284003,19.70004861,4.36E-05,0.000210879,17.59095039,204,3.675966153,Upregulated
FOSL1,2.536696766,0.436392453,49.04747566,3.68E-09,1.18E-07,17.57836293,205,6.929627208,Upregulated
H2AC18,2.56103771,4.504661737,48.27287704,4.45E-09,1.37E-07,17.57651696,206,6.863044962,Upregulated
XIRP2,3.385747171,0.519034966,31.77108198,5.71E-07,6.58E-06,17.54439242,207,5.181837726,Upregulated
HMGB3,2.426410082,3.609494179,52.21113695,1.56E-09,5.89E-08,17.54276671,208,7.229926566,Upregulated
H2AC19,2.557867497,4.49995033,48.18860268,4.55E-09,1.39E-07,17.53943309,209,6.85705304,Upregulated
CDK1,2.247947226,3.402558096,58.62232702,3.05E-10,1.63E-08,17.50852599,211,7.788673056,Upregulated
DEPDC1B,2.226226539,2.36450542,57.94297049,3.63E-10,1.86E-08,17.2111961,216,7.731107235,Upregulated
H2BC18,2.425794945,2.284537746,50.66028929,2.36E-09,8.33E-08,17.17327637,217,7.079442724,Upregulated
E2F2,2.141222835,5.780913617,61.4302274,1.54E-10,9.54E-09,17.17316166,218,8.020258975,Upregulated
ZWINT,2.264884683,3.865929428,56.16572511,5.63E-10,2.64E-08,17.16493888,219,7.578725315,Upregulated
CR1,2.18579371,9.32711054,59.40507134,2.51E-10,1.42E-08,17.15662704,220,7.849151986,Upregulated
TEDC2,2.702845462,-0.084956096,42.68013625,2.00E-08,4.50E-07,17.153375,221,6.346413524,Upregulated
ELL2,2.228880748,6.528442009,57.1029312,4.44E-10,2.16E-08,17.08525712,223,7.665397593,Upregulated
SPC24,2.48896379,1.928016602,48.23639516,4.55E-09,1.39E-07,17.06695672,224,6.85705304,Upregulated
NNMT,4.429905006,-0.746058247,20.22668127,2.69E-05,0.000141521,17.05149267,225,3.84917795,Upregulated
OTOF,4.344630535,4.912838988,21.47734196,2.22E-05,0.000121465,17.01161374,227,3.915548998,Upregulated
TJP1,3.288078831,-1.851798628,29.9098217,6.72E-07,7.45E-06,16.86059154,232,5.127794192,Upregulated
KREMEN1,2.66973841,6.857138874,42.51797587,2.23E-08,4.94E-07,16.83621937,233,6.306317994,Upregulated
SHROOM2,4.866522076,0.212606188,17.29247494,8.97E-05,0.000378284,16.65412373,234,3.422181893,Upregulated
JCHAIN,2.780829841,10.06443519,39.34449392,5.68E-08,1.04E-06,16.63353737,235,5.981501321,Upregulated
DEPP1,3.040459051,1.706595688,34.45179146,2.60E-07,3.51E-06,16.58307379,236,5.454134889,Upregulated
ESCO2,2.323491072,2.253281798,51.21469188,2.03E-09,7.31E-08,16.58026658,237,7.135928682,Upregulated
CHAC1,2.921694371,0.284040114,36.19261845,1.43E-07,2.18E-06,16.54358367,238,5.662325202,Upregulated
CLU,2.231537585,8.478118896,53.6483145,1.07E-09,4.36E-08,16.42565113,240,7.360687644,Upregulated
H2AC20,2.482144435,1.502163106,45.78798794,9.00E-09,2.45E-07,16.40744053,241,6.610187668,Upregulated
NTSR1,2.697250915,2.475296011,39.95581038,4.76E-08,9.06E-07,16.29943239,243,6.042979647,Upregulated
GINS2,2.221231817,2.730340934,53.35867996,1.16E-09,4.65E-08,16.28815134,244,7.332936264,Upregulated
MMP1,3.739234684,-0.425558972,24.03300053,6.55E-06,4.54E-05,16.23830132,246,4.34268044,Upregulated
NCAPH,2.106264792,3.341513357,57.45509943,4.07E-10,2.02E-08,16.2058674,247,7.694126332,Upregulated
APOBR,1.974302057,8.41850079,63.62349503,9.11E-11,6.25E-09,16.19690382,248,8.203863113,Upregulated
LOC102724971,3.91209433,1.823266116,23.19000404,1.18E-05,7.28E-05,16.18725106,249,4.137745589,Upregulated
CNGB1,3.179173999,-0.993021115,29.93668157,7.50E-07,8.11E-06,16.18562745,250,5.09114237,Upregulated
VNN1,2.946879388,7.611658903,34.70458768,2.36E-07,3.25E-06,16.17171354,251,5.487741917,Upregulated
BCL6,2.448322101,10.2894059,45.15086445,1.06E-08,2.75E-07,16.06177784,252,6.560320568,Upregulated
HPN,3.10316657,0.368976963,31.62661375,6.10E-07,6.93E-06,16.01040247,253,5.159375787,Upregulated
BMX,2.873721233,4.50280232,35.43179092,1.88E-07,2.69E-06,16.00610774,255,5.569819215,Upregulated
ARFGEF3,3.165328484,-0.654304171,29.99242212,8.32E-07,8.79E-06,16.00404239,256,5.056044726,Upregulated
CIT,2.173504807,2.965065749,53.60244128,1.08E-09,4.41E-08,15.98804155,257,7.355880465,Upregulated
CCNB1,2.110408164,3.901804359,56.10556957,5.71E-10,2.67E-08,15.9834123,258,7.573611858,Upregulated
NUSAP1,1.928791685,4.499767871,64.38896563,7.61E-11,5.56E-09,15.92254566,259,8.255191982,Upregulated
APOBEC3B,1.847714675,5.412276315,68.84952359,2.73E-11,2.46E-09,15.90735202,260,8.609203699,Upregulated
SIGLEC11,2.613104428,2.060604955,40.27488465,4.35E-08,8.38E-07,15.8791542,261,6.076739234,Upregulated
PKMYT1,2.222591707,2.707508914,51.22776056,2.02E-09,7.30E-08,15.86229858,262,7.13684773,Upregulated
KIF23,1.759059177,3.032190928,73.61543036,9.50E-12,1.07E-09,15.77792184,264,8.969523053,Upregulated
IL10,2.275682841,0.725986059,49.09653473,3.68E-09,1.17E-07,15.77142464,265,6.930414185,Upregulated
AP3B2,4.706226926,3.107541246,17.34671267,0.000110557,0.000447502,15.7621186,266,3.349204967,Upregulated
PNPLA1,2.303523745,4.535516154,47.90743736,4.92E-09,1.48E-07,15.73349581,267,6.830186076,Upregulated
GCKR,4.361809605,-0.827557312,18.4619091,5.54E-05,0.000254651,15.67658018,268,3.594054212,Upregulated
FOXM1,2.029793615,4.059450615,57.57002791,3.96E-10,1.97E-08,15.64046593,269,7.705446415,Upregulated
UBE2J1,1.57325554,8.43147504,88.31448825,4.61E-13,1.16E-10,15.6305425,270,9.935158086,Upregulated
LMNB1,1.65787462,8.034903751,80.14250761,2.38E-12,4.11E-10,15.56148379,272,9.386405701,Upregulated
MAB21L3,3.271143351,0.608502265,28.11007858,2.01E-06,1.76E-05,15.548953,273,4.75336949,Upregulated
TMEM45A,3.659748815,2.195543045,23.80124731,9.50E-06,6.10E-05,15.4237087,275,4.214417293,Upregulated
AMPH,4.111970448,3.313093475,20.12736898,3.72E-05,0.000185251,15.34685493,277,3.732238625,Upregulated
MTF1,1.5502105,7.049064993,87.54894572,5.36E-13,1.28E-10,15.33547476,278,9.892511213,Upregulated
RNASE2,2.329194166,7.352589844,45.05229861,1.08E-08,2.79E-07,15.26501263,279,6.553774197,Upregulated
GINS1,2.051282021,1.532377185,54.49327163,8.74E-10,3.74E-08,15.23470589,280,7.426919235,Upregulated
RAD54L,1.895129786,2.346879428,61.50050218,1.52E-10,9.47E-09,15.20612863,282,8.023792744,Upregulated
RETN,3.710751242,4.842697811,22.85647132,1.33E-05,8.06E-05,15.19035149,284,4.093605445,Upregulated
PLPP3,2.161038099,1.991000983,50.01254098,2.80E-09,9.57E-08,15.16869845,285,7.019172156,Upregulated
CENPW,1.976982044,1.83753233,57.09041916,4.50E-10,2.17E-08,15.14912861,286,7.662754779,Upregulated
SCN1B,2.184877441,3.062787125,48.87657516,3.78E-09,1.20E-07,15.12494458,287,6.922559724,Upregulated
B4GALT5,1.850215323,8.512079546,62.69593449,1.14E-10,7.54E-09,15.02870888,288,8.122681019,Upregulated
UNC5A,2.16710405,0.915156342,49.05518147,3.71E-09,1.18E-07,15.01649441,289,6.929290915,Upregulated
NT5DC2,2.126240669,4.383505007,50.31680126,2.57E-09,8.87E-08,14.99477572,290,7.052247629,Upregulated
MGAM2,2.803609522,5.343959258,33.42704085,3.55E-07,4.53E-06,14.98306047,291,5.344203734,Upregulated
KCND1,2.091507864,3.529970259,51.41469066,1.92E-09,7.00E-08,14.96437619,292,7.154826641,Upregulated
CKAP4,2.007215885,8.044660961,54.12654197,9.45E-10,3.95E-08,14.85937827,294,7.402979612,Upregulated
ST8SIA5,3.644152909,-1.553408505,21.92450959,1.40E-05,8.39E-05,14.85475995,295,4.076327291,Upregulated
NUF2,1.913701668,2.784365117,57.65105552,3.88E-10,1.95E-08,14.75537222,297,7.710382692,Upregulated
DDN,2.973550925,-1.354007813,28.46637011,1.20E-06,1.17E-05,14.66793187,299,4.932799955,Upregulated
STIL,1.948024863,2.923345318,55.63846123,6.44E-10,2.97E-08,14.66347715,300,7.527356261,Upregulated
H4C8,2.418885336,2.573683891,39.65912989,5.19E-08,9.67E-07,14.54866309,301,6.014614615,Upregulated
GRB10,3.157017907,6.021126828,26.84504617,3.19E-06,2.54E-05,14.50946728,302,4.595940759,Upregulated
OR2B6,3.062956704,1.639789039,28.08263487,2.11E-06,1.83E-05,14.50868919,303,4.736824773,Upregulated
