Gene Symbol,logFC,logCPM,F,PValue,BH_adjusted_p-value,MAS_Score,MAS_rank,#NAME?,Category,-log10(P)
DEPDC1B,3.4249560239999997,1.6082899380000002,76.01143093,2.66e-12,2.0671155555555554e-10,33.169449822040455,46,9.07447215,Upregulated,9.684635244835032
GLDN,4.541875577,1.016427191,45.52329887,4.15e-09,5.290007272727273e-08,33.04915625632117,47,6.677234192999999,Upregulated,7.276543730894275
CDCA2,3.51456957,1.3788393819999998,71.10981493,7.749999999999999e-12,4.37125e-10,32.8942425925976,48,8.749356001,Upregulated,9.3593943546827
PBK,3.8519321019999997,0.749305915,60.19220089,8.099999999999999e-11,2.890377551020408e-09,32.891823191085486,49,7.928923114,Upregulated,8.5390454245046
ABCA13,4.980722279,4.403067729,39.73261923,3.69e-08,2.62275e-07,32.779344153097426,50,5.980187775,Upregulated,6.581243104299055
PLD4,-3.287834671,1.5132359830000002,80.10641204,1.21e-12,1.1135184210526317e-10,32.724813359478226,51,9.344635405,Downregulated,9.953302593991115
CDK1,3.5349403660000003,3.296102481,69.75896545,1.1499999999999999e-11,5.828333333333332e-10,32.64324992236668,52,8.622907228999999,Upregulated,9.2344556180744
GLDC,4.712861435,2.291491307,41.99393819,1.7e-08,1.457083333333333e-07,32.21955076532791,53,6.233723236,Upregulated,6.836515609402361
OLFM1,-3.555464125,-0.126298496,65.14075825,2.1899999999999997e-11,1.0168907894736844e-09,31.973313563557426,54,8.382758335,Downregulated,8.992725686286436
PCLAF,3.387084382,3.250292923,72.25942375,6.43e-12,3.811137288135593e-10,31.902762880957475,55,8.80880507,Upregulated,9.418945406408678
NNMT,5.198066388,0.789771083,33.46009636,1.59e-07,7.7656843575419e-07,31.75925135974287,56,5.515551618,Upregulated,6.1098202656781595
CEP55,3.259612012,1.930320482,76.54519681,2.45e-12,1.9924767441860462e-10,31.620214249825523,57,9.089877041,Upregulated,9.70060673890581
HJURP,3.443523398,2.21893987,68.56129593,1.54e-11,7.479694444444444e-10,31.42599447226935,58,8.514897981,Upregulated,9.12611614328556
CEACAM8,4.951471618,6.764134244,37.19005927,8.109999999999999e-08,4.7405075125208676e-07,31.313973816154355,59,5.7268856779999995,Upregulated,6.324175160838891
IGF1,5.038188182,-0.216510168,34.39551383,1.3e-07,6.685441176470588e-07,31.110156697091007,60,5.57796264,Upregulated,6.174869928090155
TPPP3,-3.69637077,2.300909407,59.95261427,1.32e-10,4.274111111111111e-09,30.935496924827735,61,7.758915067999999,Downregulated,8.369154191971855
UPK3A,-3.1586744560000004,0.19663855100000002,76.96234847,2.16e-12,1.7984571428571428e-10,30.781598147212172,62,9.134199374,Downregulated,9.745099906937725
ESCO2,3.3712019,0.973758749,67.78531207,1.6e-11,7.664657534246575e-10,30.73021534433127,63,8.503980117000001,Upregulated,9.115507245155287
MKI67,3.0788544489999996,3.992621626,79.92083437,1.14e-12,1.0963567567567567e-10,30.665538412731056,64,9.348592665,Upregulated,9.960048102530832
EPCAM,5.474459763,1.886716308,29.61320693,7.8e-07,2.6077055449330786e-06,30.567967892455655,65,5.00226478,Upregulated,5.58374144953153
PRSS33,-4.279959218,2.7028673430000003,45.32709521,7.03e-09,7.587626543209876e-08,30.472856182796622,66,6.518903346,Downregulated,7.119894052877544
POLQ,3.361386203,1.329971052,66.5062202,2.38e-11,1.0804833333333335e-09,30.139472502956863,67,8.356549449,Upregulated,8.966381927806367
MACIR,4.294356284,6.227088407999999,43.90964517,1.03e-08,9.922617079889808e-08,30.074982149904727,68,6.4003898910000006,Upregulated,7.003373768021696
CEACAM6,4.772825187,5.784550497000001,36.8852526,8.949999999999999e-08,5.031856913183279e-07,30.060549885780727,69,5.701915342,Upregulated,6.298271717065662
CENPA,3.5814461389999996,1.100718521,59.07395462,1.38e-10,4.308803571428571e-09,29.96110091121767,70,7.754078726,Upregulated,8.3656433039597
LOC102723407,5.043010548,4.317414148,33.37676252,2.82e-07,1.1938910411622277e-06,29.869929527823043,71,5.329785867,Upregulated,5.9230353066917765
SELENOM,-2.967931975,0.87232887,82.00299117,8.27e-13,9.037559375e-11,29.80975690698808,72,9.433728201000001,Downregulated,10.043948836458114
