Gene Symbol,logFC,logCPM,F,PValue,BH_adjusted_p-value,MAS_Score,MAS_rank,#NAME?,Category,-log10(P)
DLGAP5,2.9290933089999998,1.7828411690000001,40.45599861,2.7799999999999997e-08,1.226675e-06,17.314662827312173,28,5.0260494389999995,Upregulated,5.911270485686045
MIXL1,3.609485564,-0.645247139,26.67461518,1.96e-06,1.6957843137254902e-05,17.219517901208555,29,3.976133789,Upregulated,4.770629386345582
BUB1B,2.9009349560000004,1.129991044,39.12058193,4.1699999999999996e-08,1.362972222222222e-06,17.015471682431443,30,4.989932813999999,Upregulated,5.8655129951253695
ESCO2,2.8310726369999997,0.44832895,41.29488954,2.0299999999999996e-08,1.0236999999999998e-06,16.95763616008048,31,5.095735822,Upregulated,5.989827296713221
ANLN,2.91652728,0.9928610920000001,38.39316333,5.2e-08,1.5384916666666668e-06,16.953495576297264,32,4.933716621,Upregulated,5.812904851792528
EXO1,2.7709423380000002,0.36833023299999995,42.76069238,1.29e-08,7.912068965517241e-07,16.907486395492676,33,5.209893621,Upregulated,6.101709935868278
CROCC2,-2.6775802669999997,-1.016489768,46.01898304,4.120000000000001e-09,4.847866666666667e-07,16.907444931811916,34,5.434923993,Downregulated,6.314449333298705
LOC107983983,3.4912469089999996,0.7147034959999999,27.74814397,1.74e-06,1.5912435233160624e-05,16.751922092751382,35,3.998251854,Upregulated,4.798263351001332
LOC102724971,3.524055518,1.033922527,27.20990505,2.17e-06,1.765e-05,16.750735534160388,36,3.961629191,Upregulated,4.753255290276159
POLQ,2.84214062,0.8347433390000001,39.33177249,3.86e-08,1.2854528301886794e-06,16.742890821018076,37,5.00824294,Upregulated,5.890943855205193
CEP55,2.68842929,1.3845565430000002,44.30636944,8.66e-09,6.113959999999999e-07,16.705032339404145,38,5.323557052,Upregulated,6.21367740693085
SPC25,2.8704121469999997,0.12102964699999999,38.21483665,5.03e-08,1.5306810344827586e-06,16.69177758983274,39,4.936596758,Upregulated,5.8151152987831685
MKI67,2.6212865880000003,3.5556444480000002,47.40562252,3.4399999999999997e-09,4.3368571428571425e-07,16.678787528604172,40,5.485903883,Upregulated,6.362824883382866
CDC25A,2.797784718,0.817589735,39.3407427,3.85e-08,1.2854528301886794e-06,16.481592692689095,41,5.00824294,Upregulated,5.890943855205193
SHCBP1,2.792519527,2.3891099369999997,39.61223809,3.59e-08,1.3075408163265308e-06,16.429913589140693,42,5.0025504110000005,Upregulated,5.883544745268559
DEPDC1B,2.7393415119999998,0.9488479479999999,41.18155192,2.2000000000000002e-08,1.0494594594594595e-06,16.37861695148718,43,5.083493155,Upregulated,5.979034333520947
DEPDC1,2.907833586,0.152713878,36.33174578,9.240000000000001e-08,2.3635652173913043e-06,16.360729130555896,44,4.743810252,Upregulated,5.626432409793307
E2F8,3.04909037,0.394201323,33.52894587,2.37e-07,4.312422680412371e-06,16.35921955107916,45,4.492534657,Upregulated,5.3652786785323
CAV1,3.4828548589999997,1.0646808159999999,26.44698607,2.87e-06,2.1018879668049792e-05,16.29067200787034,46,3.899387155,Upregulated,4.677390436117035
DTL,2.725090345,1.636409147,39.67209595,3.54e-08,1.3200729166666667e-06,16.02190184005592,47,4.998859932,Upregulated,5.879402079073427
CLSPN,2.407996368,1.650373932,54.30871469,5.09e-10,2.2459625e-07,16.00979863052969,48,5.741323453,Upregulated,6.648597499267362
CDC6,2.578507966,2.1380726119999998,45.04885918,6.9099999999999995e-09,6.419026315789473e-07,15.967490110580277,49,5.30760258,Upregulated,6.192530843854789
HJURP,2.695484387,1.495332396,38.68820761,4.82e-08,1.5443750000000001e-06,15.664126197014626,50,4.933983903000001,Upregulated,5.811247237253846
OTOF,4.624212831,5.071683138,14.95219278,0.00026754599999999996,0.000424657095323741,15.59266816650826,51,2.797486492,Upregulated,3.3719616151699263
CDK1,2.595503211,2.3861467259999998,41.25331893,2.16e-08,1.0494594594594595e-06,15.518602811332864,52,5.083493155,Upregulated,5.979034333520947
SKA1,2.600869164,0.853311498,40.7035924,2.56e-08,1.1890526315789474e-06,15.409626818040786,53,5.039466781000001,Upregulated,5.924798921581119
ENAM,3.258910193,-0.979388569,24.53149331,4.46e-06,2.677517006802721e-05,14.900610014629452,54,3.7985403460000002,Upregulated,4.572267761976174
CENPF,2.471926786,2.29317546,41.90851034,1.77e-08,9.466818181818181e-07,14.890382596296723,55,5.13057833,Upregulated,6.02379596379224
CENPA,2.641519807,0.195721812,34.96425863,1.51e-07,3.172797619047619e-06,14.524548887052985,56,4.620289623,Upregulated,5.498557629044871
NEK2,2.694942232,0.37499204,33.43101012,2.55e-07,4.500749999999999e-06,14.409088351986272,57,4.472330441,Upregulated,5.346715109842203
MET,3.7129947189999997,-1.463076896,18.1326908,6.0299999999999995e-05,0.00013592528735632183,14.35703571529881,58,3.2032965939999998,Upregulated,3.8666997401939507
TRIP13,2.577683281,0.7385864059999999,35.53187141,1.31e-07,3.0027922077922075e-06,14.235190754955257,59,4.642311379,Upregulated,5.522474719792876
PCLAF,2.4795531459999998,2.374963815,37.27322933,7.49e-08,2.003007575757576e-06,14.129280856206941,60,4.816791389,Upregulated,5.698317408118561
TTK,2.49221918,0.8748075340000001,36.88151938,8.54e-08,2.2166323529411766e-06,14.091770690937041,61,4.7722117939999995,Upregulated,5.65430633229339
ARHGAP44,-2.206935281,-0.931977651,45.73468421,5.2900000000000006e-09,5.255777777777778e-07,13.85814775945617,62,5.395752438,Downregulated,6.279363005686695
IL4,-2.100993614,-1.310570278,50.87723174,9.56e-10,2.571857142857143e-07,13.845029303904704,63,5.684366606,Downregulated,6.589753158528498
MMP8,3.9398029,6.849728497999999,15.7650171,0.000189509,0.00032280437319189974,13.754090637763627,64,2.89257108,Upregulated,3.491060590306085
BHLHA15,3.94314431,-2.0465089819999998,15.63260321,0.000191607,0.0003254921607314726,13.751555952363391,65,2.888612092,Upregulated,3.487459466672015
KIF18B,2.607999888,0.15534404699999999,32.61622046,3.3100000000000004e-07,5.359770642201835e-06,13.746386105566671,66,4.401298462,Upregulated,5.270853794441064
PHKA1,2.981766823,-1.6625080069999998,24.1863766,4.79e-06,2.7360355987055015e-05,13.605439001982967,67,3.7890007160000003,Upregulated,4.56287825628643
KNL1,2.2993548180000003,1.505009743,40.36792272,2.85e-08,1.226890243902439e-06,13.591933063918518,68,5.024033338,Upregulated,5.911194286987384
KRT7,-2.2914556669999997,-1.503079866,38.71061425,3.18e-08,1.2472666666666667e-06,13.528847483704041,69,5.024901606,Downregulated,5.90404068406707
NCAPG,2.149798145,2.300980456,45.89589924,5.3600000000000005e-09,5.255777777777778e-07,13.499362941406881,70,5.395752438,Upregulated,6.279363005686695
PRRG3,-1.988935874,-1.8938893730000002,52.3168954,3e-10,1.765e-07,13.431791713110536,71,5.845446045,Downregulated,6.753255290276159
TPX2,2.30784761,2.2191433419999997,38.61012252,4.9e-08,1.538956140350877e-06,13.414996023060093,72,4.935534438,Upregulated,5.812773757215318
CDC45,2.347188345,1.48042349,37.17565448,7.79e-08,2.052141791044776e-06,13.350320582363372,73,4.806025703,Upregulated,5.687792635304421
