Gene Symbol,logFC,logCPM,F,PValue,BH_adjusted_p-value,MAS_Score,MAS_rank,#NAME?,Category,-log10(P)
CACNA2D3,-3.1621813260000002,1.378481963,94.11168386,1.65e-13,1.0166538461538461e-11,34.76131191786051,25,10.25979923,Downregulated,10.992826892008694
MKI67,3.0987621310000004,6.626239768,96.10512927,1.05e-13,7.64590909090909e-12,34.44760883854627,26,10.38881659,Upregulated,11.116570870004049
MCM10,3.299879662,2.917317483,82.91977525,1.3700000000000002e-12,4.913597014925374e-11,34.01714101728099,27,9.582227239,Upregulated,10.30860046474052
KIF18B,3.176043,2.6590592440000003,88.31450824,4.71e-13,2.1765634615384616e-11,33.86369671810218,28,9.933617107,Upregulated,10.662228665702003
H2AC13,3.483996415,0.002001041,70.57446341,1.07e-11,2.337463636363636e-10,33.555258368105534,29,8.934026967000001,Upregulated,9.631255136669115
NES,4.762040808,-0.7224792329999999,41.15522232,1.72e-08,9.679531615925057e-08,33.40164785338323,30,6.401758694,Upregulated,7.014145657313575
SKA3,3.0406735769999997,2.168005209,86.19627937,7.22e-13,3.0437999999999996e-11,31.977498746413865,31,9.790867682,Upregulated,10.516583887298951
HJURP,2.999205204,3.179899277,87.87016080000001,5.07e-13,2.298718867924528e-11,31.90708696990667,32,9.909159775,Upregulated,10.638514139463553
CDC6,3.1641916169999997,3.867798433,79.02839927,2.9999999999999997e-12,9.303923076923077e-11,31.741062598678507,33,9.317343425,Upregulated,10.03133388892943
BHLHA15,4.212854388,1.579797029,47.98467439,4.5700000000000006e-09,3.2016647230320704e-08,31.573760233237476,34,6.856653744,Upregulated,7.49462414916902
ANKRD45,5.140636871,-0.392479432,33.65397394,1.98e-07,7.588421052631579e-07,31.459919254078407,35,5.551187112999999,Upregulated,6.119848579765285
H3C8,4.089934384,-1.991739823,49.4622461,2.8100000000000004e-09,2.1573258785942496e-08,31.353781551781307,36,7.019172156000001,Upregulated,7.666084246837468
PYCR1,3.518077407,2.4998011769999997,62.64301511,1.18e-10,1.5753000000000001e-09,30.96835739126349,37,8.112341704,Upregulated,8.802636726993281
MZB1,3.632298773,7.047998174,58.77899162,2.93e-10,3.3055352112676056e-09,30.80464764857696,38,7.799803678,Upregulated,8.480758212280728
H2AC7,3.177012009,1.069790791,74.30418566,8.34e-12,2.0243454545454547e-10,30.797050152344244,39,8.997512047,Upregulated,9.69371537315591
WFDC1,6.340628756,0.625724216,23.82261055,7.22e-06,1.513931937172775e-05,30.561156273345986,40,4.312288267,Upregulated,4.819893649257832
SLC26A8,3.184794234,5.191922111,72.40317448,1.24e-11,2.6581858407079645e-10,30.495725396280747,41,8.881666333,Upregulated,9.575414659671463
SHISA4,-2.737688201,1.41570432,95.64394427,1.21e-13,8.307514285714285e-12,30.335033239212038,42,10.35291126,Downregulated,11.080528903229926
RRM2,3.1163637680000003,6.3738765420000005,73.37221525,1.0000000000000001e-11,2.2250000000000003e-10,30.08123100472737,43,8.956054043,Upregulated,9.65266998468305
GALNT14,3.4926517560000003,4.0014411789999995,60.24103547,2.0500000000000002e-10,2.463075e-09,30.066570750506454,44,7.919692182,Upregulated,8.608522363804326
ALDH1L2,3.491124482,2.242951859,59.67654739999999,2.42e-10,2.8367121951219514e-09,29.839285843080386,45,7.859076565,Upregulated,8.547184724271423
SHCBP1,3.057730142,4.299709802,74.08363129,8.580000000000001e-12,2.0617740000000003e-10,29.616437063103938,46,8.989276434,Upregulated,9.685758941347395
HBD,-3.796272045,2.96720356,51.34062426,1.9699999999999996e-09,1.5992939189189186e-08,29.596009109028177,47,7.144909393,Downregulated,7.796071714093445
H3C4,2.993835663,2.704648245,76.57175975,5.09e-12,1.4222406976744185e-10,29.480380302060755,48,9.136663183,Upregulated,9.847026898102909
BUB1,3.021188585,4.83393789,74.70336907,7.49e-12,1.894575789473684e-10,29.373469814111587,49,9.025464686,Upregulated,9.722488016785482
GTSE1,2.767782825,3.309425,86.92089899,6.089999999999999e-13,2.6132624999999998e-11,29.2909390318861,50,9.857362035,Upregulated,10.582816963569424
KIF14,2.8901297710000002,2.682355352,80.43200883,2.27e-12,7.576124999999999e-11,29.24971114404126,51,9.401638028999999,Upregulated,10.120552868434245
ELOVL4,-2.526239467,0.482402576,103.72627270000001,3.16e-14,2.8124e-12,29.180397337377528,52,10.83517582,Downregulated,11.550922910736684
CLSPN,2.6922766639999995,3.663601294,89.63840952,3.5799999999999994e-13,1.8405957446808513e-11,28.901701950038756,53,10.01155034,Upregulated,10.73504158636453
KIF4A,2.988013581,2.929997897,73.84594439,9.1e-12,2.165079207920792e-10,28.87773557137552,54,8.974243937999999,Upregulated,9.664526210657648
CDC45,2.899227631,2.5994777940000002,77.93776383,3.8199999999999995e-12,1.1194463414634145e-10,28.850204642752914,55,9.243994711000001,Upregulated,9.950996718668108
GLDN,5.92310046,1.6464848630000002,23.68383823,7.38e-06,1.5380867302688637e-05,28.50799608746341,56,4.305140122,Upregulated,4.813019174667757
TICRR,2.976699078,1.905881729,72.47629568,1.26e-11,2.655947368421053e-10,28.50421709090021,57,8.880734452,Upregulated,9.57578053541501
CDC20,3.119369975,3.9526250939999996,66.28369864,4.9100000000000004e-11,7.758705882352941e-10,28.418117758097708,58,8.41259514,Upregulated,9.110210711090051
DIAPH3,3.018882348,1.813343525,69.52944227,2.4199999999999998e-11,4.5978661417322836e-10,28.18864389059232,59,8.640095131,Upregulated,9.337443676553745
BUB1B,2.8008612939999997,3.415154488,79.00434605,3.02e-12,9.303923076923077e-11,28.096374816692933,60,9.320504151,Upregulated,10.03133388892943
KIF4B,3.4785530110000003,-1.956323443,50.865795299999995,9.510000000000001e-10,8.632664150943396e-09,28.050547628818034,61,7.402342701,Upregulated,8.063855154748433
HP,3.8340098439999997,6.696465371,46.34068177,7.57e-09,4.956596730245231e-08,28.006738039689854,62,6.669295982,Upregulated,7.304816413948116
HPR,3.892850892,3.436346362,45.03290075,1.1000000000000001e-08,6.691898734177215e-08,27.929066572227274,63,6.550222005,Upregulated,7.174450639664335
NR2E1,6.121228382999999,-0.846405437,23.13468573,1.4800000000000002e-05,2.7893647058823533e-05,27.879102219116543,64,4.057236142,Upregulated,4.5544946985711166
CDCA5,2.8097149889999997,3.722577045,77.25412999,4.36e-12,1.2472714285714286e-10,27.82752690296336,65,9.195372071,Upregulated,9.904039025989395
MMP9,4.306279826,9.881783777999999,38.03785751,8.42e-08,3.705725274725275e-07,27.694231512889967,66,5.845206634,Upregulated,6.431126780401188
NTN4,-2.636076877,-0.382702214,86.33677476,8.22e-13,3.2381409836065574e-11,27.651666811207097,67,9.761034805,Downregulated,10.489704246666816
BIRC5,2.972723996,3.64492982,68.51038618,2.95e-11,5.251000000000001e-10,27.586159229310592,68,8.580123896,Upregulated,9.279757981712942
ESPL1,2.854831851,3.1185967939999997,73.50277037,9.77e-12,2.2148405660377361e-10,27.562423829259554,69,8.960627803,Upregulated,9.654657530742098
MAOB,4.185045183,1.425089483,38.76384067,6.37e-08,2.938024952015355e-07,27.33648294972,70,5.942340112999999,Upregulated,6.531944520160274
CDCA2,2.793804153,2.781063392,75.64512029,6.1700000000000006e-12,1.6659000000000002e-10,27.31879783390855,71,9.073923287000001,Upregulated,9.778351071807771
ASPM,2.741959423,4.022693093,77.73457988,3.9300000000000004e-12,1.1378060240963856e-10,27.265857421701998,72,9.23537936,Upregulated,9.943931771196747
PLK1,2.8174351630000003,3.87174913,73.62134589,9.49e-12,2.174142857142857e-10,27.224064341735286,73,8.969523053,Upregulated,9.66271192297719
ASS1,3.5525307789999996,-0.5902563670000001,47.21399949,2.87e-09,2.1894e-08,27.211230790542515,74,7.01206837,Upregulated,7.659674886251708
H2AC14,3.0426303810000004,-1.841565132,58.02567311,8.329999999999999e-11,1.1957785714285713e-09,27.147410847687283,75,8.230889329,Upregulated,8.922349233482947
ZDHHC19,5.550610067999999,4.760590282,25.08118668,5.97e-06,1.3018067150635209e-05,27.117247342674165,76,4.3731461419999995,Upregulated,4.885453492582497
ZNF608,4.381928605,5.088325642,35.71989672,1.72e-07,6.731530944625407e-07,27.0447644825171,77,5.601156497000001,Upregulated,6.1718861534297185
DUSP13B,3.90941057,1.600152733,42.06248011,2.54e-08,1.3533525498891352e-07,26.85213465046925,78,6.260555677999999,Upregulated,6.868589054454122
ITGA8,4.281963007,-0.780484521,34.33538268,1.37e-07,5.560996621621622e-07,26.783025047472798,79,5.676712093,Upregulated,6.254847368762613
EXO1,2.7378557160000003,2.408439091,74.84216356,7.37e-12,1.8840542553191486e-10,26.625391108513675,80,9.028704415,Upregulated,9.724906594936748
SPC25,2.8657166210000002,1.616048495,67.33544422,3.99e-11,6.675e-10,26.29452250225152,81,8.474742624,Upregulated,9.175548729963387
MET,4.017912236,0.7430626690000001,38.29418493,6.530000000000001e-08,2.977531309297913e-07,26.22147247799824,82,5.935894616000001,Upregulated,6.526143663133572
UCHL1,4.077947475,1.622378645,37.57419647,9.53e-08,4.096706618962433e-07,26.048155119560644,83,5.802573126,Upregulated,6.387565136444197
TIMP4,6.57084687,-0.08976051800000001,18.45323944,7.58e-05,0.00011398460575719649,25.909859795078432,84,3.481634741,Upregulated,3.943153798542019
H2BC5,3.0052330769999998,4.974529823999999,60.34968871,2e-10,2.4272727272727276e-09,25.88972660921753,85,7.928671005,Upregulated,8.61488142379365
DNASE1L3,-2.582579794,-0.726847191,78.54330373,3.3799999999999997e-12,1.0146000000000002e-10,25.809540966971174,86,9.287091379,Downregulated,9.993705142018614
CPE,4.451092535,-0.105830496,30.68002059,5.15e-07,1.6814470108695655e-06,25.702018467712133,87,5.218406228,Upregulated,5.7743168144924075
SEZ6L,-2.819084611,0.07152626200000001,66.94855878,4.94e-11,7.758705882352941e-10,25.682454818601332,88,8.412256884,Downregulated,9.110210711090051
POLQ,2.710173992,2.732034793,70.99866299,1.7e-11,3.40425e-10,25.659869233499915,89,8.768735557000001,Upregulated,9.46797855386545
MAOA,6.6144308579999995,5.018592403,17.75697102,9.39e-05,0.00013725164233576644,25.54812310664991,90,3.4057765439999996,Upregulated,3.8624824501340207
E2F8,2.852600935,2.723298893,64.41405232,7.63e-11,1.1248398773006134e-09,25.527667023987625,91,8.255191982000001,Upregulated,8.948909295645178
DLGAP5,2.641097665,3.630731758,73.36684659,1.0000000000000001e-11,2.2250000000000003e-10,25.493644157561988,92,8.956054043,Upregulated,9.65266998468305
IL23R,-2.5011479640000003,-2.105365716,68.27735107,1.94e-12,6.565943661971829e-11,25.468446496254558,93,9.462923055,Downregulated,10.182702847984949
H2BC6,2.9220662589999997,-0.389187391,59.97799454,1.5699999999999997e-10,1.9649531249999997e-09,25.441401781419938,94,8.016074948,Upregulated,8.706647805490416
SPATC1,3.783991527,1.9357848569999998,40.07475762,4.6500000000000006e-08,2.2347900000000004e-07,25.166431902032674,95,6.050413488999999,Upregulated,6.650763280642165
NEK2,2.786158576,2.108219735,65.13323461,6.52e-11,9.979337579617834e-10,25.07792995088991,96,8.310176603,Upregulated,9.000898285873413
ARG1,4.292354709,6.583467023,32.41051341,4.92e-07,1.6173406292749658e-06,24.857878166765225,97,5.234535886000001,Upregulated,5.7911985033866005
KIFC1,2.655221403,3.87626524,68.25412454,3.12e-11,5.512764705882353e-10,24.583713981697844,98,8.558218022,Upregulated,9.258630543547875
FGF9,-2.3683072380000003,-1.84641276,74.50365763,1.15e-12,4.386428571428571e-11,24.53066334296672,99,9.633790864,Downregulated,10.35788893829607
H4C4,2.834770901,0.332965925,60.42971425,1.89e-10,2.3171785714285712e-09,24.47836152809273,100,7.948680378,Upregulated,8.635040496379332
DCANP1,-2.649495714,-0.596253189,68.10501253,3.45e-11,6.051350364963502e-10,24.423442825558276,101,8.517192738,Downregulated,9.218147701279232
IL17RE,-2.079403202,-0.663006377,107.1266211,1.88e-14,1.807056e-12,24.41849083244101,102,11.03237995,Downregulated,11.743028388604458
TRIP13,2.738571326,2.65982893,63.87552434,8.659999999999999e-11,1.2241164705882351e-09,24.406633092513566,103,8.219856942,Upregulated,8.912177258557028
SLCO4A1,2.960581495,2.289836298,56.11966463,5.78e-10,5.7355555555555566e-09,24.399408894470163,104,7.570121137999999,Upregulated,8.241424509231475
PPARG,3.36642472,2.567621097,45.78577534,8.95e-09,5.7047347480106106e-08,24.385588027070572,105,6.611592625,Upregulated,7.24376454408598
HMMR,2.495949886,3.121797012,75.03212109999998,7e-12,1.8283695652173914e-10,24.30540029032685,106,9.043272938,Upregulated,9.737936016527398
MCEMP1,3.13507029,7.207919759,50.54380789,2.41e-09,1.8987639344262296e-08,24.20753624268497,107,7.072276893,Upregulated,7.721529025968017
CD1C,-2.183838296,2.771868875,95.16425522,1.26e-13,8.378027027027027e-12,24.19006723034772,108,10.34538414,Downregulated,11.076858242963846
SKA1,2.64616143,2.672495571,66.56984405,4.62e-11,7.352225165562914e-10,24.16893029168236,109,8.434199789,Upregulated,9.133581200933143
CKAP2L,2.5696554469999997,2.3928924080000002,69.35371088,2.46e-11,4.5824651162790696e-10,23.997757392948856,110,8.645209756,Upregulated,9.33890083239197
GFPT2,-2.466132608,-1.470986684,70.26523949,8.13e-12,2.010673469387755e-10,23.913245598361097,111,8.99827572,Downregulated,9.696658452504877
DEPDC1,2.7033892639999997,1.853237761,63.06489864,1.06e-10,1.4472613636363636e-09,23.89648242565298,112,8.14656153,Upregulated,8.83945303174548
LRRN3,-2.86624258,3.256441451,56.9373309,4.6399999999999995e-10,4.724542372881356e-09,23.863304594930295,113,7.650955167,Downregulated,8.325640251611325
CDT1,2.7814372130000002,2.975161768,59.73215633,2.33e-10,2.75812315270936e-09,23.80739570344017,114,7.871917927999999,Upregulated,8.559386346083294
RORC,-2.250364704,1.8960766619999998,85.72957061,7.780000000000001e-13,3.168701694915255e-11,23.62684601922513,115,9.772127065,Downregulated,10.499118643848554
IGLL5,3.4234359739999998,9.100476412999999,42.24427393,2.4199999999999998e-08,1.3038699551569507e-07,23.569554645009745,116,6.277237573,Upregulated,6.884765721927811
CA12,3.743719824,0.613438464,36.31304127,1.26e-07,5.238373702422145e-07,23.51356865782878,117,5.7024783779999995,Upregulated,6.280803522499066
DTL,2.56779937,3.7842829960000004,66.90336809,4.25e-11,6.995034246575344e-10,23.508742868047435,118,8.455311648,Upregulated,9.155210154930225
CCNB2,2.529249845,3.475528867,68.52275988,2.9399999999999997e-11,5.251000000000001e-10,23.47082643688497,119,8.580123896,Upregulated,9.279757981712942
ANKUB1,-2.764793785,-2.091455608,50.4320514,2.9000000000000003e-10,3.2871226415094345e-09,23.454254655197026,120,7.802784617,Downregulated,8.483184092225896
NOS1AP,3.086111204,-0.514852894,47.74386025,3.4600000000000005e-09,2.5426238532110096e-08,23.438143950141765,121,6.951613261,Upregulated,7.594717883063609
SLC1A3,3.798218359,3.508955427,35.458733200000005,1.87e-07,7.224453376205788e-07,23.3255996231175,122,5.571162807,Upregulated,6.14119500735042
MYO10,2.780952858,2.7984957639999997,57.18224867,4.38e-10,4.517227467811159e-09,23.207407672429763,123,7.66841345,Upregulated,8.34512803971802
UBE2C,2.438780112,3.108808642,71.30375265,1.58e-11,3.2175762711864406e-10,23.150049853250955,124,8.794059292,Upregulated,9.492471149547802
TPX2,2.5051808980000003,4.6939443380000005,67.33416395,3.85e-11,6.515176056338028e-10,23.01277672178324,125,8.485994081,Upregulated,9.186073844070656
TK1,2.727438911,3.813587249,58.20930359,3.3799999999999997e-10,3.675176470588235e-09,23.005188447881004,126,7.755529127000001,Upregulated,8.434721802603557
FIGN,5.082920082,-0.165986666,21.47411343,1.6100000000000002e-05,2.994450464396285e-05,22.99351848837556,127,4.025367993,Upregulated,4.523682866823315
HBA2,-3.371103948,7.316247357000001,41.48515192,3.02e-08,1.5539743040685226e-07,22.95235057409629,128,6.2057092439999995,Downregulated,6.808556166805062
ORC1,2.436511146,3.0860825569999997,70.17667619,2.03e-11,3.933943548387097e-10,22.915806107004276,129,8.706200538,Upregulated,9.405171876445122
TROAP,2.827327434,2.281635875,54.63361421,8.41e-10,7.863513618677042e-09,22.91374540013427,130,7.441003358,Upregulated,8.104383356729482
GGH,2.446606107,3.644854312,69.31992141,2.46e-11,4.547215384615385e-10,22.856816850214035,131,8.642894757,Upregulated,9.342254474399558
KIF15,2.44574944,3.0748831869999997,69.37909386,2.43e-11,4.5978661417322836e-10,22.837047642962865,132,8.642810355,Upregulated,9.337443676553745
TOP2A,2.479106399,5.26556041,67.54896600000001,3.66e-11,6.282128571428572e-10,22.812472264163144,133,8.502209776,Upregulated,9.201893179479928
IGF1,3.619933933,1.4730050469999998,36.89069736,1.2e-07,5.023693379790941e-07,22.801880134972905,134,5.719928171,Upregulated,6.298976875546448
CTTNBP2,-2.697614235,-2.075951602,50.08951565,3.67e-10,3.902216814159293e-09,22.68339807607927,135,7.728980596,Downregulated,8.408688604091411
C1orf226,3.208906536,1.548234031,43.90686513,1.54e-08,8.832028639618138e-08,22.635432666620563,136,6.439554287000001,Upregulated,7.053939531325932
GPR84,3.52773764,4.061119978,37.87176604,8.87e-08,3.858705244122966e-07,22.62535135539947,137,5.826316306,Upregulated,6.413558394722197
NCAPG,2.231403925,3.977486677,80.02454678,2.44e-12,7.923405405405406e-11,22.539607683514518,138,9.380666492000001,Upregulated,10.101088122588347
H2BC8,2.591916907,1.585891521,61.00829399,1.7500000000000002e-10,2.156538461538462e-09,22.462181212420756,139,7.9790298889999995,Upregulated,8.666242791872323
GLDC,3.719863477,4.104492462,34.29156674,2.7e-07,9.890396341463414e-07,22.336985260974878,140,5.4418307839999995,Upregulated,6.0047863044127725
G0S2,3.1055745710000005,2.4095457319999998,45.25288476,1.04e-08,6.441030927835053e-08,22.332325296796963,141,6.565243425,Upregulated,7.191044615491527
ADAMTS5,-2.7367337939999996,-0.523177278,54.87611626,8.29e-10,7.871244094488188e-09,22.178371945764926,142,7.439242747000001,Downregulated,8.103956619525315
AJAP1,-2.541283749,-1.5888499619999998,57.22617259,1.6000000000000002e-10,1.9921243523316063e-09,22.110905724905543,143,8.014187548999999,Downregulated,8.700683555547949
ARHGAP23,2.190168365,1.064030574,79.96482612,2.59e-12,8.29836e-11,22.07910421429555,144,9.35996682,Upregulated,10.081007728506549
INSC,3.0188567089999996,1.4924670869999999,46.39184365,7.65e-09,4.9953668478260873e-08,22.041978828209093,145,6.6669792789999995,Upregulated,7.301432612716
E2F7,2.672598265,1.7424827680000001,56.1340821,5.800000000000001e-10,5.7355555555555566e-09,22.026016844500518,146,7.570121137999999,Upregulated,8.241424509231475
KNL1,2.265309378,3.527818817,74.29055232,8.2e-12,2.010673469387755e-10,21.965931327722267,147,9.001248279,Upregulated,9.696658452504877
H2AC17,3.2132898830000003,-0.756388678,40.07402714,2.81e-08,1.461564935064935e-07,21.963420799044204,148,6.229713867999999,Upregulated,6.835181884847145
HASPIN,2.471465063,1.776573881,63.50456446,9.57e-11,1.3292895953757226e-09,21.93766403102367,149,8.186913069,Upregulated,8.876380394548052
NTNG2,2.597515472,6.112171601,58.31416617,3.29e-10,3.5935772727272723e-09,21.934649301733938,150,7.764178294,Upregulated,8.444473012068332
RPS3A,-1.720869833,8.711182291,122.82530030000001,1.13e-15,1.81026e-13,21.927769194413273,151,11.99518873,Downregulated,12.742259044768362
FCER1A,-3.1624293710000004,3.89709042,42.65278231,2.15e-08,1.171530612244898e-07,21.919577062542533,152,6.320929492,Downregulated,6.931246358748333
SLC9A4,4.4617774830000005,-1.4885049940000001,24.90793463,5.85e-06,1.2802868852459015e-05,21.83010613450106,153,4.380763335,Upregulated,4.8926927032279925
AURKB,2.46440683,3.091778338,63.17578499,1.0200000000000001e-10,1.4086551724137932e-09,21.81294616507238,154,8.162777344,Upregulated,8.851195305716782
LOC102723407,3.806511209,5.068632966,31.618225800000005,6.37e-07,2.0088070866141732e-06,21.685929479019993,155,5.145068642,Upregulated,5.69706176820035
BSND,4.5797940630000005,-0.51810928,22.90668223,9.08e-06,1.847522438611346e-05,21.678044290248987,156,4.2299319419999994,Upregulated,4.733410278288529
PBK,2.7403385260000004,1.63415516,52.52267371,1.4699999999999999e-09,1.2351083916083914e-08,21.671405265009547,157,7.249500381,Upregulated,7.908294927576967
MMP8,4.607803687,8.26735046,23.52852106,1.04e-05,2.0636829066886873e-05,21.589205411754804,158,4.1829679660000005,Upregulated,4.685357033040372
SPAG4,2.851188539,-0.12159351,48.49463657,3.6700000000000004e-09,2.6797090909090913e-08,21.58894971177437,159,6.928869828,Upregulated,7.57191235040047
RRBP1,1.979055983,7.298004977000001,91.64793256,2.4299999999999997e-13,1.3903071428571427e-11,21.48639161905613,160,10.13003642,Upregulated,10.856889245995688
OXCT2,3.103643895,-0.5307124910000001,41.27774377,2.28e-08,1.2339729729729728e-07,21.442127048968736,161,6.29782782,Upregulated,6.908694352310266
PCLAF,2.3874940540000003,2.9606236630000002,64.53425103,7.379999999999999e-11,1.1014993788819873e-09,21.38720932301761,162,8.265206722,Upregulated,8.958015743404909
CEP55,2.426785933,3.452093102,62.55952651,1.17e-10,1.5706759776536313e-09,21.365213190659738,163,8.112341704,Upregulated,8.803913398429831
MELK,2.448397114,2.608807054,61.54847272,1.5e-10,1.9275401069518717e-09,21.337772466855643,164,8.026353862999999,Upregulated,8.714996576676917
CENPA,2.530844154,1.571611654,58.19677666,3.4700000000000004e-10,3.756040540540541e-09,21.32304463914803,165,7.7454808879999995,Upregulated,8.425269728855865
CAV1,3.19119059,2.7105363710000003,40.26971307,4.35e-08,2.1032293762575452e-07,21.30794132590604,166,6.076739234,Upregulated,6.677113360974794
F5,2.18674388,7.942823677000001,74.84713313,7.259999999999999e-12,1.875890322580645e-10,21.27000409615851,167,9.031443524,Upregulated,9.726792557049942
ECRG4,-2.419699856,-1.710818068,57.63881309,1.25e-10,1.6595303867403317e-09,21.245000525599043,168,8.088749451,Downregulated,8.780014791057228
KIF2C,2.416913869,3.444179212,62.08748091,1.31e-10,1.7108315217391306e-09,21.18858299995413,169,8.074677758,Upregulated,8.766792756549872
RADIL,2.904974295,-1.784752041,42.63077372,8.36e-09,5.3570880000000005e-08,21.122274989717653,170,6.637827252999999,Upregulated,7.271071219484802
CENPM,2.701399284,1.93493068,51.32602997,1.99e-09,1.6100909090909092e-08,21.052408755227564,171,7.140167654,Upregulated,7.793149602103606
NOG,-2.62753203,0.851819164,53.45255518,1.19e-09,1.0474615384615386e-08,20.967342776230595,172,7.323320985,Downregulated,7.979861914844325
TTK,2.2034111000000003,2.529576717,71.56322006,1.5e-11,3.080769230769231e-10,20.957393964862128,173,8.814807158999999,Upregulated,9.51134083188658
DYSF,2.332885375,9.711320994,64.51888027,7.379999999999999e-11,1.1014993788819873e-09,20.898023916809066,174,8.265206722,Upregulated,8.958015743404909
EPB41L4B,7.340269881,-0.198590469,11.79074848,0.001244721,0.0014442610154514729,20.84896720325013,175,2.4635087280000003,Upregulated,2.8403543113880407
TYMS,2.379509649,4.3355499989999995,61.98285137,1.35e-10,1.7535405405405405e-09,20.835186815429566,176,8.066316853,Upregulated,8.756084189104108
CENPE,2.178942372,3.536640052,72.09939945,1.32e-11,2.7582260869565216e-10,20.829316644068943,177,8.861767863999999,Upregulated,9.559370138343862
ANLN,2.609005097,3.141318488,53.21857095,1.2e-09,1.0524087591240876e-08,20.8141614223586,178,7.319762526,Upregulated,7.977815545968863
OPLAH,3.06628283,3.7325432060000003,41.20508073,3.2799999999999996e-08,1.652377358490566e-07,20.795195206197153,179,6.178137183,Upregulated,6.781890764524535
CDC25C,2.309413847,1.1121587609999999,65.06232494,6.759999999999999e-11,1.028118987341772e-09,20.756911474945724,180,8.296897859,Upregulated,8.987956620208887
E2F1,2.645675742,3.987455782,51.62848953,1.8100000000000002e-09,1.4844470989761094e-08,20.71150130404069,181,7.17496252,Upregulated,7.828435274681024
UHRF1,2.11260325,3.897539595,75.20755979,6.730000000000001e-12,1.7771637362637363e-10,20.59845749292346,182,9.052376062999999,Upregulated,9.750272557293217
