Gene Symbol,logFC,logCPM,F,PValue,BH_adjusted_p-value,MAS_Score,MAS_rank,#NAME?,Category,-log10(P)
PML,1.798623343,6.8245731560000005,29.08145507,2.09e-06,9.535624999999999e-06,9.030259791445427,120,3.784815805,Upregulated,5.020650836424415
RPS17,-1.1092437259999999,5.3944519920000005,67.59067678,1.0200000000000001e-10,7.446000000000001e-09,9.016018381329578,121,6.8233796589999995,Downregulated,8.128076968117627
NRXN1,-1.7117866169999998,-1.57695477,31.1273619,1.03e-06,5.674716981132076e-06,8.98012809925823,122,4.002399472,Downregulated,5.246055793447199
NID1,1.449517664,5.0395852539999995,42.72086151,3.78e-08,6.492705882352941e-07,8.968998201811175,123,4.952765278999999,Upregulated,6.187574270092631
TRIM22,1.6664844330000002,10.46425542,32.70723132,6.709999999999999e-07,4.212255319148936e-06,8.958162593301763,124,4.123839133,Upregulated,5.375485312620236
KIAA1958,1.736881928,4.533738431000001,29.92481765,1.6e-06,7.659016393442622e-06,8.885587464648808,125,3.8725092269999997,Upregulated,5.115827000906424
RSPH14,-1.7559530140000001,-1.6685194559999998,28.862356800000004,2.02e-06,9.362539682539685e-06,8.829996438851841,126,3.7919330789999997,Downregulated,5.028606328558539
NAT8,3.1135414439999995,0.359312095,12.02677382,0.001117717,0.0014902893333333333,8.801139159593193,127,1.908670175,Upregulated,2.82672940697596
CCL23,-1.9533101880000001,-0.7471926309999999,24.70087021,9.33e-06,3.131448275862069e-05,8.798206707023184,128,3.3098167110000003,Downregulated,4.5042547574237
ENAM,-1.627106711,-0.833030742,33.2387064,6.110000000000001e-07,4.0548181818181825e-06,8.773405945037327,129,4.143568763999999,Downregulated,5.392028614795215
SAMD4A,2.286494214,5.231783455,19.07106357,6.68e-05,0.0001455641791044776,8.773153649607416,130,2.7292537980000002,Upregulated,3.8369454844408435
NOSTRIN,2.15860739,-2.035226909,20.44303161,3.3600000000000004e-05,8.760000000000002e-05,8.758540621320234,131,2.9220548969999998,Upregulated,4.057495893831919
TCN2,2.4568109540000003,5.221847266,16.879340300000003,0.000154322,0.0002879362555910543,8.698839505658036,132,2.479296221,Upregulated,3.540703647342186
SDC3,2.055868771,3.649744002,22.035156699999998,2.26e-05,6.406990291262136e-05,8.620968951935243,133,3.040474623,Upregulated,4.193345934109353
SCRT2,-1.5685264719999998,-0.789813755,34.70225413,3.95e-07,3.2038888888888885e-06,8.617990371173184,134,4.26252433,Downregulated,5.494322553692409
ETV7,2.5335803390000002,4.473264215,15.91328532,0.000225512,0.000398145087613293,8.614068359433395,135,2.366512964,Upregulated,3.399958638309197
RNF213,1.53767337,11.64245292,35.69186978,2.74e-07,2.5809032258064515e-06,8.592869810968734,136,4.336612864,Upregulated,5.588228279565467
MOV10,1.6330737169999998,7.2002591129999995,30.91377213,1.17e-06,6.155675675675677e-06,8.509496851753587,137,3.963605367,Upregulated,5.210724269928097
CD68,1.673913105,9.429375592000001,28.60609979,2.43e-06,1.0477647058823529e-05,8.335645743074421,138,3.751072013,Upregulated,4.979736234919089
TREX1,1.617443398,4.205127706,30.12557428,1.5e-06,7.2999999999999996e-06,8.308284527555692,139,3.892932555,Upregulated,5.136677139879544
RRM2,1.639502969,3.253021931,29.15243686,2.04e-06,9.380787401574803e-06,8.243028605593288,140,3.7894357739999998,Upregulated,5.027760706417658
TGM2,2.505713928,2.27864287,15.05114181,0.000318385,0.0005237657464788733,8.220903882459982,141,2.270185298,Upregulated,3.2808629072121205
BRCA2,1.754259323,4.286366758,26.08694213,5.58e-06,2.0624810126582278e-05,8.219775098199033,142,3.482449335,Upregulated,4.685610040904445
ANXA10,2.254265213,-0.817271938,17.54107647,0.000119617,0.0002320808239202658,8.192812993073574,143,2.5548212269999997,Upregulated,3.6343607423948536
LIF,2.105950241,0.662231759,19.46825086,5.7999999999999994e-05,0.00013027692307692306,8.181895740055852,144,2.77422198,Upregulated,3.885132507295481
ASPM,1.578289696,2.2475987230000003,30.47272522,1.34e-06,6.688547008547009e-06,8.16712552595599,145,3.9277503439999997,Upregulated,5.174668216268954
UBE2L6,1.8247345640000001,8.694169267000001,23.69082101,1.26e-05,3.9775135135135135e-05,8.029540692037418,146,3.22229681,Upregulated,4.400388336173052
KCND1,1.525038677,4.06951231,31.23408957,1.06e-06,5.785420560747663e-06,7.987641801766491,147,3.9957346019999997,Upregulated,5.23766506530804
NEIL3,1.46572275,-1.190273372,33.37007023,5.8e-07,3.893333333333333e-06,7.92908871856914,148,4.162386696,Upregulated,5.409678411943282
ABCA1,1.44560932,8.013583615,33.95969738,4.5899999999999997e-07,3.3093333333333332e-06,7.922314189311038,149,4.236404245,Upregulated,5.480259486228989
CCL4L2,-2.072266387,-0.820773121,18.94717352,7.209999999999999e-05,0.0001553741697416974,7.892477650146241,150,2.7071039519999998,Downregulated,3.8086211790425772
CTSL,1.931494381,4.928953342,21.05920794,3.21e-05,8.482533936651583e-05,7.86402991472056,151,2.936681927,Upregulated,4.071474394167839
APOBEC3A,1.7535366469999998,6.374789337999999,24.17794541,1.07e-05,3.452375690607735e-05,7.82407351403833,152,3.271628624,Upregulated,4.461881950071575
GRN,1.307021299,8.624461109,40.11925607,7.71e-08,1.0471255813953486e-06,7.815988976200219,153,4.737643594,Upregulated,5.98000123041623
CCDC125,-1.1685283709999998,5.443241809,48.71461207,7.879999999999998e-09,2.1369090909090913e-07,7.794334245120124,154,5.418084616,Downregulated,6.670213953341938
RGL1,1.7694950619999998,3.8385684739999997,23.49695134,1.3500000000000001e-05,4.216042780748664e-05,7.741708982229965,155,3.19912247,Upregulated,4.375094990929093
TNR,-1.660591022,-2.234171211,24.556520199999998,6.45e-06,2.282909090909091e-05,7.707652130234244,156,3.442206725,Downregulated,4.641511382466239
GPR183,-1.3874600680000002,5.2033070619999995,34.79065695,3.5799999999999995e-07,3.074588235294117e-06,7.647975477852003,157,4.27256865,Downregulated,5.512213038949962
GBP1,1.93239083,9.221738582999999,19.78483908,5.13e-05,0.00012031807228915662,7.574332692859759,158,2.80832331,Upregulated,3.9196691348715205
FBXO43,1.601840489,-1.4879833480000002,26.43982446,5.02e-06,1.8914064516129034e-05,7.565837239759196,159,3.5206682110000003,Upregulated,4.7232151339128725
ACVRL1,1.512977138,1.003258385,28.74020077,2.34e-06,1.0198208955223881e-05,7.55198921485689,160,3.765062794,Upregulated,4.991476093842265
KLF10,1.7312972130000002,7.524935937,23.18965907,1.4999999999999999e-05,4.5863874345549736e-05,7.511283618226143,161,3.167555769,Upregulated,4.338529261079647
FRMD3,2.142625119,5.492016941,16.55599064,0.00017508099999999997,0.00032153240251572325,7.483707995076027,162,2.447078088,Upregulated,3.4927752543892523
SKA3,1.6779235890000002,-0.495869441,24.20342713,1.09e-05,3.497582417582418e-05,7.477216862893351,163,3.266061736,Upregulated,4.456232042932052
PABPC3,2.265389543,0.44363440600000004,15.16970747,0.000305166,0.0005048638640226628,7.468594495589936,164,2.280996329,Upregulated,3.296825713117515
FFAR3,1.986411816,1.230097952,18.43500084,8.51e-05,0.0001781304659498208,7.44757793300396,165,2.656627806,Upregulated,3.74926179607661
BST2,1.513779185,7.00765119,27.97652172,2.99e-06,1.2384113475177306e-05,7.42831893787681,166,3.68982807,Upregulated,4.907135077218551
BATF2,2.039023167,4.741209858,17.540212300000004,0.000119506,0.0002320808239202658,7.410545750978425,167,2.554819314,Upregulated,3.6343607423948536
TICAM1,1.6359261809999999,3.290814923,24.518034699999998,9.5e-06,3.1688636363636366e-05,7.3601896719562765,168,3.303951681,Upregulated,4.499096449118004
PDZD7,1.3426381790000002,-0.960830072,34.2612458,4.47e-07,3.3044050632911395e-06,7.358874619214205,169,4.23972342,Upregulated,5.4809067210461055
DDX60L,1.7125422769999998,10.17950438,22.84975005,1.7e-05,5.06530612244898e-05,7.3560443400426285,170,3.134510323,Upregulated,4.295394302865803
LYPD6B,-1.751522873,-2.0462726630000003,21.36288939,2.33e-05,6.573526570048309e-05,7.32522172217003,171,3.033424894,Downregulated,4.1822015773185
PAX3,2.8439177389999997,-2.14726645,10.13985854,0.002284661,0.002711874032520325,7.299570364531618,172,1.6974664659999998,Upregulated,2.5667304874642225
RSPH9,1.801834816,1.135009949,20.580852800000002,3.84e-05,9.583589743589743e-05,7.240622371002756,173,2.887534369,Upregulated,4.018471785930212
LILRB1,1.4046548559999998,7.3027419810000005,30.11325249,1.5e-06,7.2999999999999996e-06,7.2152584882359925,174,3.892932555,Upregulated,5.136677139879544
SAMD9,1.77322064,9.766319433,20.70737579,3.65e-05,9.308296943231441e-05,7.148082512049631,175,2.8984774,Upregulated,4.031129770771014
HRH4,-1.323709456,3.245447159,32.54657047,7.05e-07,4.28875e-06,7.105234567970886,176,4.115166219,Downregulated,5.36766926893577
PKMYT1,1.932005252,-1.6679384169999998,17.77255548,0.000105276,0.00021127554639175256,7.100410582706688,177,2.591598956,Upregulated,3.67515076646732
EXO1,1.340676501,0.31112300800000003,31.88788969,8.74e-07,5.155717171717172e-06,7.089109767621609,178,4.042569691000001,Upregulated,5.287710914850748
MX2,1.5290002059999999,9.527086944,25.54066338,6.7e-06,2.342994011976048e-05,7.079620821647369,179,3.428829813,Upregulated,4.630228821334358
TROAP,1.453163479,0.393680815,27.62369768,3.38e-06,1.3467755102040816e-05,7.077930316993977,180,3.655733661,Upregulated,4.870704789432694
RFPL4A,-2.1692257130000003,-1.721896383,14.63444277,0.000348326,0.0005542844250681199,7.063578808816115,181,2.2522566580000003,Downregulated,3.256267324550248
SIGLEC14,1.5350977680000002,7.320775649,25.20511621,7.51e-06,2.5648187134502924e-05,7.047546853180149,182,3.388453348,Upregulated,4.590943326275586
KIF14,1.2807121209999999,0.7057735159999999,33.5813057,5.18e-07,3.622190476190476e-06,6.968391426841962,183,4.193014069,Upregulated,5.441028715649957
TRIM34,1.265941194,0.009443306,34.36841319,4.15e-07,3.1889473684210524e-06,6.95805923443183,184,4.2589744839999994,Upregulated,5.496352648456299
