Gene Symbol,logFC,logCPM,F,PValue,BH_adjusted_p-value,MAS_Score,MAS_rank,#NAME?,Category
CXCL8,-1.250886605,9.295485182,9.917881011,0.005349498,0.011657074,2.418477207,2811,1.933410429,Downregulated
AUTS2,-1.153809391,3.916737423,11.21431079,0.003424878,0.008039344,2.416976151,2812,2.094779407,Downregulated
GPR19,-1.127484428,0.140556642,11.61053941,0.003025686,0.007243791,2.41285511,2813,2.140034087,Downregulated
CDNF,-1.11426781,-0.048426535,11.82907396,0.002823058,0.006851388,2.411522309,2814,2.164221463,Downregulated
PMEPA1,-1.292648063,0.507398174,9.411324803,0.006435348,0.013642852,2.410911226,2815,1.865094835,Downregulated
AVPR2,-1.108400311,0.515767947,11.87743407,0.002762464,0.006722259,2.407982803,2816,2.172484778,Downregulated
TGM3,-1.280830842,2.828722448,9.495379335,0.006219511,0.013249223,2.405156452,2819,1.877809601,Downregulated
TAS2R4,-1.178257707,0.07351577,10.79496475,0.003978772,0.009137943,2.402646039,2820,2.039151558,Downregulated
TMEM30B,-1.298103016,1.125485482,9.28036349,0.006730672,0.014188653,2.39897074,2821,1.84805883,Downregulated
HTR6,-1.393328727,-0.714201871,8.361528608,0.009529963,0.019004728,2.398111496,2822,1.721138343,Downregulated
HID1,-1.1137079,0.398778483,11.71481413,0.00291608,0.00702894,2.397935799,2823,2.153110164,Downregulated
CD34,-1.325315449,-1.568202721,8.874334424,0.007515392,0.015543687,2.396761369,2824,1.80844596,Downregulated
RTN1,-1.139305779,3.362029115,11.28280745,0.003347374,0.007876283,2.396733281,2825,2.103678682,Downregulated
FTCDNL1,-1.179643226,-1.553531351,10.49262383,0.004244284,0.009625766,2.378826885,2834,2.016564697,Downregulated
ZNF599,-1.138126596,0.606065735,11.14292657,0.003520782,0.008223883,2.372906422,2835,2.084923091,Downregulated
NAP1L3,-1.102155115,1.276338639,11.6477369,0.002969175,0.007136664,2.365781172,2838,2.146504734,Downregulated
TMEM263,-1.027460734,4.293809651,12.93287352,0.001960583,0.005056867,2.359171586,2841,2.296118486,Downregulated
AGAP1,-1.351230108,2.293400505,8.506678009,0.008944114,0.018005542,2.357347665,2842,1.744593797,Downregulated
NT5C1B,-1.357392635,-1.907007954,8.205241274,0.009226434,0.018520801,2.351465876,2843,1.732340234,Downregulated
CNKSR2,-1.17557833,2.283163934,10.38860467,0.004538842,0.010159956,2.343054772,2845,1.993108168,Downregulated
HOXA1,-1.165264184,0.727025299,10.53794451,0.004322121,0.009767518,2.342432453,2846,2.010215782,Downregulated
C19orf25,-1.001006182,0.853355107,13.29144658,0.001757613,0.004620354,2.337674492,2848,2.335324729,Downregulated
DCAF4,-1.025853277,2.938068596,12.70855975,0.002104714,0.005374213,2.328363903,2850,2.269685106,Downregulated
C1orf74,-1.101443593,3.696569906,11.34576771,0.003277637,0.007746534,2.325029102,2852,2.110892575,Downregulated
FCRL6,-1.328815114,4.952052577,8.511507125,0.008925647,0.017976888,2.319161722,2854,1.745285478,Downregulated
C4BPB,-1.255803341,-1.485112682,9.176407836,0.006809025,0.014325378,2.31556813,2855,1.843893907,Downregulated
ZNF501,-1.295137136,0.227920094,8.798949386,0.008062609,0.016494231,2.308799452,2856,1.782667941,Downregulated
MYO6,-1.263991761,2.811437496,9.10581087,0.007162862,0.014934157,2.307820533,2857,1.825819286,Downregulated
PTPRK,-1.254951592,1.679395736,9.18914382,0.006951608,0.014579606,2.304410134,2860,1.836254202,Downregulated
NDRG4,-1.071386215,-0.855858077,11.65601347,0.003004451,0.007203783,2.295380045,2862,2.142439406,Downregulated
TSEN54,-1.12043963,4.324821133,10.84047449,0.003885674,0.008959204,2.294358512,2863,2.047730597,Downregulated
SAMD3,-1.156811601,5.500264293,10.30143389,0.004676831,0.010415761,2.293158048,2866,1.982309001,Downregulated
AK8,-1.342672182,-2.0412515,7.963908126,0.009950274,0.019721772,2.289328656,2867,1.70505406,Downregulated
NEFM,-1.16309318,-1.086539176,10.20297024,0.004871762,0.010778287,2.288327963,2868,1.967450246,Downregulated
DDR1,-1.100920814,1.46983875,11.08123505,0.003584744,0.008351509,2.2879722,2869,2.078235029,Downregulated
KLHL13,-1.196990812,-1.225123618,9.729787362,0.005709962,0.012314069,2.285771759,2870,1.909598417,Downregulated
PRR15L,-1.056592841,-1.478773794,11.71576074,0.002853127,0.006909882,2.282799854,2872,2.160529359,Downregulated
