Gene Symbol,logFC,logCPM,F,PValue,BH_adjusted_p-value,MAS_Score,MAS_rank,#NAME?,Category
ADAMTS5,-2.736733794,-0.523177278,54.87611626,8.29E-10,3.64E-08,20.35922703,145,7.439242747,Downregulated
FCER1A,-3.162429371,3.89709042,42.65278231,2.15E-08,4.78E-07,19.98949307,154,6.320929492,Downregulated
ECRG4,-2.419699856,-1.710818068,57.63881309,1.25E-10,8.15E-09,19.57234588,163,8.088749451,Downregulated
NOG,-2.62753203,0.851819164,53.45255518,1.19E-09,4.75E-08,19.24226046,175,7.323320985,Downregulated
RPL21,-1.564618298,8.599295375,126.9545641,5.95E-16,6.65E-13,19.05250084,180,12.17709192,Downregulated
RPS14,-1.520150723,8.157386858,138.4289544,1.09E-16,3.66E-13,18.90597734,183,12.43690975,Downregulated
PARVA,-2.182262805,-1.654858079,62.40874278,5.09E-11,3.96E-09,18.3350429,187,8.401849152,Downregulated
APBA1,-2.038143268,-0.607401604,73.13428971,1.25E-11,1.32E-09,18.10020914,192,8.880734452,Downregulated
ADAM12,-2.051705153,0.416752474,69.53947002,2.55E-11,2.33E-09,17.71311611,200,8.633363365,Downregulated
NDRG2,-1.811625744,2.394356489,85.76353361,7.65E-13,1.69E-10,17.70378256,201,9.772317825,Downregulated
GZMK,-2.076875891,4.855885986,66.62304649,4.53E-11,3.65E-09,17.52408564,210,8.437714413,Downregulated
EHF,-2.217147703,-2.122232721,52.65725262,2.52E-10,1.42E-08,17.40272929,212,7.849151986,Downregulated
LTK,-1.811712671,2.218705496,83.19267932,1.28E-12,2.49E-10,17.40074116,213,9.604581037,Downregulated
RPS27A,-1.394603471,8.734977604,133.1662058,2.34E-16,4.19E-13,17.26163525,214,12.37745037,Downregulated
SCART1,-1.919338357,0.70413254,73.94027928,9.36E-12,1.07E-09,17.21459387,215,8.969025082,Downregulated
COL26A1,-2.918287831,-1.774278081,35.1542169,7.85E-08,1.35E-06,17.12589161,222,5.868472405,Downregulated
RPS6,-1.46558857,9.580432753,116.0668156,3.32E-15,2.44E-12,17.02004998,226,11.61311594,Downregulated
RPL9,-1.443869701,8.340262802,118.355268,2.29E-15,1.83E-12,16.94882874,228,11.73847524,Downregulated
DAB1,-1.988079276,-0.872823956,68.02476987,3.62E-11,3.13E-09,16.90739636,229,8.504387408,Downregulated
KRT5,-2.786292149,-0.833850028,39.89310267,4.45E-08,8.57E-07,16.90450867,230,6.067026632,Downregulated
TIFAB,-2.476544918,0.321114028,48.06455697,5.10E-09,1.52E-07,16.8831208,231,6.817207583,Downregulated
RPL34,-1.355724785,7.56163432,126.872467,6.03E-16,6.65E-13,16.50878533,239,12.17709192,Downregulated
RPS12,-1.600724308,8.965345707,93.02890625,1.87E-13,5.96E-11,16.36695256,242,10.2247167,Downregulated
HBA1,-2.984545779,6.661302405,34.37679404,2.62E-07,3.53E-06,16.27112699,245,5.451793404,Downregulated
DKK3,-2.159194127,-0.742197242,54.58850968,9.17E-10,3.86E-08,16.00795074,254,7.413854333,Downregulated
SOAT2,-1.93964392,-1.730472783,59.6099162,1.06E-10,7.14E-09,15.80142854,263,8.14656153,Downregulated
NAT8L,-2.20209875,-2.257494787,44.56172356,2.44E-09,8.52E-08,15.56769958,271,7.069482958,Downregulated
NCR3,-1.581807644,3.447516548,85.40015266,8.19E-13,1.73E-10,15.44007946,274,9.761034805,Downregulated
GPR15,-2.316092548,3.106836435,46.05090109,8.21E-09,2.27E-07,15.38615994,276,6.643154201,Downregulated
COL5A1,-1.881439436,-1.284491618,61.58152055,1.28E-10,8.26E-09,15.20778814,281,8.083060152,Downregulated
TOMM7,-1.233866346,6.159425787,130.7380233,3.36E-16,4.82E-13,15.1979943,283,12.31737485,Downregulated
RPL30,-1.200766012,9.061105731,135.3482224,1.70E-16,3.48E-13,14.9600966,293,12.45879418,Downregulated
CXCR6,-1.904949661,2.94708004,58.56185436,3.10E-10,1.64E-08,14.83154193,296,7.785792051,Downregulated
RPS23,-1.309156621,8.861736377,108.959868,1.08E-14,5.97E-12,14.69408517,298,11.22408498,Downregulated
CD1E,-2.218389289,-0.661296613,45.11505204,1.15E-08,2.92E-07,14.49560521,304,6.534292821,Downregulated
EEF1A1,-1.296295451,12.46706625,107.8263155,1.31E-14,6.97E-12,14.46214708,305,11.15652073,Downregulated
RPS15A,-1.312815843,7.679612872,105.2683187,2.04E-14,9.76E-12,14.454933,307,11.01063267,Downregulated
WNT10B,-1.604391389,0.654795316,73.3375835,1.06E-11,1.16E-09,14.33595459,311,8.935447227,Downregulated
HLF,-1.741577836,-0.207401362,64.56886895,8.36E-11,5.88E-09,14.33473443,312,8.230889329,Downregulated
TTC9,-1.538897799,4.261142017,79.04148637,2.99E-12,4.89E-10,14.32831297,313,9.310763183,Downregulated
SPON1,-1.976561496,0.382337849,52.24605523,1.64E-09,6.15E-08,14.25274436,317,7.21087828,Downregulated
ID3,-1.722830444,2.325739001,63.76107743,8.85E-11,6.11E-09,14.15181067,323,8.214279424,Downregulated
RPL5,-1.250709792,8.910329902,110.6704549,8.10E-15,4.85E-12,14.1507828,324,11.31420165,Downregulated
RPS20,-1.312028828,8.454566549,101.2766054,4.12E-14,1.85E-11,14.08244447,328,10.73333464,Downregulated
CACNG6,-2.647697427,-0.397078399,33.0234674,4.26E-07,5.23E-06,13.98326397,331,5.281292278,Downregulated
PMP22,-2.253928396,-0.635740671,40.53406613,4.26E-08,8.25E-07,13.71175455,342,6.083491637,Downregulated
RPS25,-1.136386228,8.437163461,122.9575605,1.10E-15,1.01E-12,13.63116727,347,11.99518873,Downregulated
NELL2,-2.172460092,5.115745279,42.07306961,2.54E-08,5.49E-07,13.60015796,348,6.260256752,Downregulated
RPL6,-1.158844078,9.183047176,115.2973972,3.76E-15,2.57E-12,13.4311947,353,11.59016554,Downregulated
PFN2,-1.711256657,1.020146615,58.64081511,3.11E-10,1.64E-08,13.32348848,355,7.785792051,Downregulated
TPPP3,-2.329530962,1.814647819,36.57074557,1.33E-07,2.07E-06,13.24226417,357,5.684519498,Downregulated
RPL32,-1.263707901,9.030838674,97.24918146,8.54E-14,3.40E-11,13.22890558,360,10.46832545,Downregulated
ZNF502,-1.52054433,1.013214493,69.4173225,2.46E-11,2.26E-09,13.14542467,363,8.645209756,Downregulated
RPS27,-1.268367853,9.22046277,94.4068352,1.44E-13,4.93E-11,13.07307137,369,10.30700308,Downregulated
RPL7,-1.176507773,9.023787614,106.5207294,1.64E-14,8.42E-12,13.02968678,371,11.07488372,Downregulated
RPS4Y2,-2.002721037,-1.868129493,41.41169937,1.51E-08,3.61E-07,12.90255133,379,6.442510512,Downregulated
VMO1,-2.076903208,-1.927252155,38.11930928,3.87E-08,7.59E-07,12.70997852,387,6.119677832,Downregulated
GALNT12,-1.457330414,2.085128367,70.2807395,1.99E-11,1.95E-09,12.69325923,388,8.709939147,Downregulated
CLEC4F,-2.664388345,-0.496034425,28.24951728,2.03E-06,1.78E-05,12.65540818,391,4.749836187,Downregulated
RPL26,-1.179999807,8.398970757,100.9119308,4.40E-14,1.91E-11,12.64772447,394,10.71841232,Downregulated
RPL39,-1.269676842,7.132593778,87.39262088,5.52E-13,1.30E-10,12.55251942,400,9.886389203,Downregulated
RPL23A,-1.174492242,8.682392034,100.3147439,4.90E-14,2.07E-11,12.54934527,401,10.68491116,Downregulated
PID1,-2.48954767,3.349449432,30.14458901,1.04E-06,1.04E-05,12.40376815,410,4.982338078,Downregulated
RPL10,-1.242905264,9.519786641,88.84359487,4.16E-13,1.09E-10,12.3846961,412,9.964312216,Downregulated
RPL17,-1.085667811,7.271295178,112.1855047,6.29E-15,4.10E-12,12.36278649,415,11.38726447,Downregulated
TPT1,-1.223657515,10.87886246,91.1361112,2.68E-13,8.00E-11,12.35504383,416,10.09681522,Downregulated
CYSLTR2,-1.894003872,2.99361781,44.54355975,1.25E-08,3.14E-07,12.31626815,418,6.502768199,Downregulated
CLIC5,-1.564520186,1.746514771,59.6955773,2.36E-10,1.35E-08,12.31085863,420,7.868775829,Downregulated
WNT1,-1.527815716,-0.599899855,61.96484278,1.57E-10,9.60E-09,12.24952785,426,8.017673677,Downregulated
RPL13A,-1.221544382,10.05604735,89.59712606,3.60E-13,9.74E-11,12.22955307,428,10.01155034,Downregulated
SLC4A3,-1.957767313,-1.260461905,41.41599763,2.80E-08,5.89E-07,12.1961438,429,6.229618668,Downregulated
RPS10,-1.273905605,6.997682444,81.9866363,1.63E-12,2.99E-10,12.13246558,433,9.52383405,Downregulated
SYCP2L,-2.194536526,-1.479164604,33.79658071,2.44E-07,3.34E-06,12.01804245,440,5.476346514,Downregulated
GPR183,-1.538578003,5.354146642,58.72163909,2.97E-10,1.60E-08,11.99578695,441,7.796671297,Downregulated
TC2N,-1.692840704,6.13838559,50.40975891,2.50E-09,8.71E-08,11.95135814,446,7.059942562,Downregulated
RPS18,-1.307149554,8.73316804,75.88129043,5.82E-12,8.18E-10,11.87823365,451,9.087126724,Downregulated
RPS3,-1.1768247,9.184623389,90.58425966,2.98E-13,8.65E-11,11.8423165,454,10.06294014,Downregulated
FGFR2,-2.290639502,-0.420412725,31.69627629,6.59E-07,7.35E-06,11.75890429,456,5.13345914,Downregulated
RPS13,-1.129531139,7.809190992,95.71460367,1.13E-13,4.27E-11,11.71222765,458,10.3691056,Downregulated
NSG1,-1.9610329,2.891250571,39.13418966,6.06E-08,1.10E-06,11.68629658,461,5.959255748,Downregulated
RPL19,-1.119619002,9.626527764,95.01050463,1.29E-13,4.51E-11,11.58288866,463,10.34538414,Downregulated
CACNB4,-1.760587932,1.02382319,44.37928032,1.33E-08,3.29E-07,11.41427549,468,6.483218067,Downregulated
HLA-DPB1,-1.481535115,7.230820256,57.22908186,4.31E-10,2.12E-08,11.37027623,477,7.674658609,Downregulated
NT5E,-1.779792678,2.978107095,42.73877633,2.10E-08,4.68E-07,11.26538527,484,6.329605354,Downregulated
PLLP,-1.7694255,-1.416512059,42.58776776,1.90E-08,4.32E-07,11.26066063,485,6.364020765,Downregulated
RPS7,-1.129732341,7.936761325,88.91896696,4.10E-13,1.09E-10,11.25700576,486,9.964312216,Downregulated
RNF17,-2.429504108,-0.520574102,27.23024585,2.91E-06,2.35E-05,11.2460395,487,4.628944425,Downregulated
SLC35F3,-2.097217045,-1.158622851,33.39931395,3.39E-07,4.36E-06,11.24200428,488,5.360439114,Downregulated
ZNF662,-1.692237297,-0.09678423,46.21231764,8.49E-09,2.33E-07,11.22439539,489,6.632873186,Downregulated
RPS10-NUDT3,-1.147575946,7.16556911,84.95129319,8.95E-13,1.83E-10,11.17336678,494,9.736494406,Downregulated
KIT,-1.694419361,1.474104658,44.08155304,1.44E-08,3.47E-07,10.94545637,515,6.459709219,Downregulated
RPL15,-1.027385223,9.11541888,99.16743118,6.02E-14,2.47E-11,10.89821501,518,10.60772022,Downregulated
EEF1B2,-1.214232799,7.684645669,73.71856546,9.27E-12,1.07E-09,10.89125504,519,8.969659729,Downregulated
FBLN2,-1.689538171,0.255510906,43.98003857,1.54E-08,3.64E-07,10.87809119,522,6.438499808,Downregulated
RPL31,-1.130547832,8.334388252,83.24042429,1.26E-12,2.49E-10,10.85678038,526,9.603114594,Downregulated
ADAT2,-1.195056278,3.043074401,75.29807404,6.60E-12,8.85E-10,10.81904698,528,9.053169448,Downregulated
SH2D1A,-1.632849214,4.898945488,45.63582075,9.21E-09,2.48E-07,10.78618907,530,6.60574717,Downregulated
PLXDC1,-1.778969649,2.024847952,39.78051857,5.00E-08,9.46E-07,10.71689617,533,6.024215293,Downregulated
RPL11,-1.051767211,9.395340172,92.43420539,2.09E-13,6.52E-11,10.71276312,535,10.18548877,Downregulated
TEF,-1.359276285,2.882117189,59.77361564,2.30E-10,1.33E-08,10.70407833,536,7.874836367,Downregulated
OVGP1,-1.320664405,0.725679551,61.99665089,1.39E-10,8.79E-09,10.63913465,545,8.055895663,Downregulated
RPL10A,-1.133816832,8.54746753,78.39451928,3.42E-12,5.16E-10,10.52986053,548,9.287091379,Downregulated
RPL4,-1.097872866,10.15757372,81.64723285,1.74E-12,3.14E-10,10.43381275,559,9.503662101,Downregulated
PPP1R17,-2.303592312,-1.618933703,25.22307016,4.31E-06,3.23E-05,10.34509984,568,4.490855342,Downregulated
RPL35A,-1.07331338,7.824093404,83.21250269,1.27E-12,2.49E-10,10.30872534,572,9.604581037,Downregulated
FAM110C,-1.516363449,-0.831473225,47.76424741,5.67E-09,1.66E-07,10.28129991,575,6.780234592,Downregulated
SPEF2,-1.502819321,1.672731389,47.25148606,5.92E-09,1.72E-07,10.16501917,579,6.76396625,Downregulated
RPS8,-1.125374478,8.513541166,74.39409075,8.01E-12,9.99E-10,10.12892174,582,9.000490006,Downregulated
STMN3,-1.419302355,3.847152162,49.82674234,2.92E-09,9.80E-08,9.947418409,591,7.008667584,Downregulated
IL24,-1.447113641,3.653147282,48.29109166,4.43E-09,1.37E-07,9.932347017,592,6.863557037,Downregulated
SLC16A10,-1.708404481,1.121722485,37.67012841,9.53E-08,1.58E-06,9.91314193,594,5.802573126,Downregulated
COQ10A,-1.173100032,2.124380647,66.65596553,4.51E-11,3.65E-09,9.898283047,597,8.437714413,Downregulated
RPL12,-1.128537492,8.906755636,70.54000581,1.87E-11,1.85E-09,9.856566793,600,8.733929414,Downregulated
NUDT11,-1.492403647,-1.06018222,45.78823073,9.41E-09,2.51E-07,9.849471494,602,6.599736952,Downregulated
TENM4,-2.203383319,-1.894065641,24.66378718,4.62E-06,3.41E-05,9.84223101,603,4.466871891,Downregulated
CDHR3,-1.536518857,-0.520126783,43.4447136,1.88E-08,4.30E-07,9.782218748,607,6.366481416,Downregulated
IMMP2L,-1.289841258,0.774039576,56.30152304,5.58E-10,2.62E-08,9.778543043,608,7.581198836,Downregulated
IL23A,-1.317996462,1.472495357,54.20387009,9.35E-10,3.92E-08,9.761952171,609,7.406660378,Downregulated
MRFAP1L2,-1.120097723,3.591138522,69.77980279,2.21E-11,2.13E-09,9.713183462,614,8.671728601,Downregulated
GCNT4,-1.82045687,3.136718821,32.7412526,4.42E-07,5.37E-06,9.593625966,621,5.269900169,Downregulated
HLA-DPA1,-1.406127417,7.971728577,47.52634137,5.46E-09,1.60E-07,9.554419406,626,6.794846105,Downregulated
RPLP2,-1.157922854,8.409895199,64.19910523,7.96E-11,5.71E-09,9.545476871,628,8.243620758,Downregulated
DBNDD1,-1.73683279,0.738825873,34.71057941,2.40E-07,3.30E-06,9.520904354,633,5.481762211,Downregulated
RPS17,-1.070876901,8.283983784,72.48229964,1.21E-11,1.30E-09,9.515971866,635,8.886149149,Downregulated
MYBL1,-1.782522457,4.656267781,33.32340542,3.67E-07,4.64E-06,9.50729622,637,5.333619322,Downregulated
DSC1,-1.920267663,0.482759223,29.80113086,1.19E-06,1.16E-05,9.475051288,640,4.934234675,Downregulated
CLEC10A,-1.899095063,3.396394845,30.06445655,1.07E-06,1.06E-05,9.446935642,645,4.974440629,Downregulated
CD8B,-1.747340068,4.928387868,33.92135115,3.03E-07,3.97E-06,9.437460335,647,5.401043855,Downregulated
VSIG1,-1.722465242,2.672694868,34.50922884,2.52E-07,3.43E-06,9.413625677,650,5.465205015,Downregulated
CFAP36,-1.107517748,3.293378523,67.41137459,3.78E-11,3.23E-09,9.40381758,652,8.490895607,Downregulated
CRIP2,-1.832340288,1.310687876,30.87476527,8.19E-07,8.68E-06,9.274255211,663,5.06142624,Downregulated
RPL22,-1.016676566,7.911693216,76.20092239,5.43E-12,7.72E-10,9.2644198,665,9.112455338,Downregulated
AK5,-1.727080471,2.22087829,33.56404509,3.40E-07,4.37E-06,9.256775564,666,5.359782431,Downregulated
LAMA2,-1.496036228,-0.139037145,41.44682743,3.26E-08,6.62E-07,9.24451807,669,6.179341046,Downregulated
OLFM2,-1.499678583,2.028730594,40.99464094,3.49E-08,6.98E-07,9.232327931,670,6.156204425,Downregulated
CSMD1,-2.146617012,-2.135236228,22.99684564,7.66E-06,5.11E-05,9.21198148,672,4.291394986,Downregulated
EPHA4,-1.493924301,3.074846382,41.05417396,3.43E-08,6.88E-07,9.206078348,674,6.162345936,Downregulated
EEF1G,-1.048686583,9.753746832,70.67573056,1.81E-11,1.80E-09,9.169768328,679,8.744050391,Downregulated
TMEM30B,-1.593490542,0.63307186,37.26607496,1.09E-07,1.77E-06,9.16668153,680,5.752579818,Downregulated
UBA52,-1.410131421,9.468541585,44.31560078,1.34E-08,3.29E-07,9.142189506,684,6.483218067,Downregulated
C2orf15,-1.219093309,-0.224816552,55.59876927,7.16E-10,3.23E-08,9.132059205,686,7.490861559,Downregulated
NMT2,-1.436104938,3.740678095,42.91906498,1.99E-08,4.51E-07,9.113495073,687,6.345981295,Downregulated
TMC5,-1.911589522,3.130356231,28.29940086,1.93E-06,1.71E-05,9.111379696,688,4.766389222,Downregulated
CAMK2N1,-1.584903816,0.508881809,37.13503634,1.14E-07,1.83E-06,9.094545156,689,5.738231597,Downregulated
RPL27A,-1.07213954,8.69538489,67.15175729,4.01E-11,3.34E-09,9.087047212,691,8.475619891,Downregulated
CLIC6,-1.719993387,-1.803710009,31.83698853,4.29E-07,5.26E-06,9.080210662,694,5.279212541,Downregulated
TCTN1,-1.03261134,4.022218571,71.23036078,1.60E-11,1.62E-09,9.077989926,696,8.791294049,Downregulated
HLA-DRA,-1.331257674,9.30767689,47.79156444,5.07E-09,1.52E-07,9.076938267,697,6.818318078,Downregulated
RPL3,-1.14289226,10.17055511,60.4760674,1.94E-10,1.15E-08,9.074962786,698,7.94034845,Downregulated
RPL13,-1.13390496,9.183489021,61.06868027,1.68E-10,1.01E-08,9.066031014,699,7.995406437,Downregulated
IL11RA,-1.28713713,3.315970722,50.09345897,2.72E-09,9.35E-08,9.047702976,702,7.029323267,Downregulated
TMEM42,-1.024754933,2.066286802,71.56481462,1.49E-11,1.53E-09,9.033017123,704,8.814807159,Downregulated
RPL18A,-1.085477797,8.415573334,64.7884522,6.93E-11,5.15E-09,8.99657719,710,8.288126406,Downregulated
WNT7A,-1.753687469,-0.019515335,31.56146817,6.79E-07,7.50E-06,8.987110018,711,5.124693069,Downregulated
CTSF,-1.391053011,2.193595615,44.08857436,1.43E-08,3.47E-07,8.985658841,712,6.459609209,Downregulated
ZNF577,-1.1904651,2.185025961,55.8391662,6.13E-10,2.83E-08,8.985122002,713,7.547572794,Downregulated
COL6A2,-1.610203544,3.349604885,35.34666584,1.93E-07,2.75E-06,8.953458442,718,5.560451333,Downregulated
PROCR,-1.330995279,-0.126739573,46.92950483,6.92E-09,1.97E-07,8.924095762,722,6.704829012,Downregulated
RCAN3,-1.428817625,6.13432427,41.77862711,2.77E-08,5.84E-07,8.906419423,725,6.233419343,Downregulated
KCNK10,-1.983449589,-1.649014158,25.37387199,4.33E-06,3.24E-05,8.904716451,726,4.489509842,Downregulated
MXRA8,-1.218637508,0.366203293,53.03220896,1.31E-09,5.15E-08,8.881471472,730,7.2880339,Downregulated
RLN2,-1.50000597,-1.113155422,38.81462157,6.93E-08,1.22E-06,8.870381473,732,5.913564114,Downregulated
PRSS1,-1.679284003,1.203104763,32.82791848,4.34E-07,5.30E-06,8.859900251,733,5.275998719,Downregulated
DUSP2,-1.417744155,2.833025449,41.9589488,2.63E-08,5.64E-07,8.858599918,734,6.248376962,Downregulated
EEIG1,-1.416253241,6.214333015,42.00090325,2.60E-08,5.59E-07,8.855082315,735,6.252471,Downregulated
ADAM23,-1.570246437,0.638769509,36.04192784,1.59E-07,2.36E-06,8.836288032,738,5.627325637,Downregulated
ZMAT4,-1.829889336,-1.733108403,28.08132489,1.62E-06,1.48E-05,8.83562001,739,4.828499647,Downregulated
KLHL3,-1.459889608,2.306316094,39.84720402,4.90E-08,9.28E-07,8.80650461,742,6.03230858,Downregulated
FOLR2,-1.435066132,0.815971403,40.73179578,3.83E-08,7.51E-07,8.788489768,744,6.124100885,Downregulated
SLC25A26,-1.033969901,3.604236327,67.17045781,4.00E-11,3.34E-09,8.763535861,750,8.475619891,Downregulated
CD8B2,-1.679530244,2.327408467,32.2123149,5.26E-07,6.16E-06,8.751578538,751,5.210729947,Downregulated
TMEM67,-1.166424354,0.51903096,55.43941415,7.00E-10,3.17E-08,8.747011393,753,7.49899585,Downregulated
ZNF853,-1.354888649,1.782335403,43.85582134,1.53E-08,3.63E-07,8.72553925,755,6.440041591,Downregulated
OTUD7A,-1.320160051,-0.102660465,45.91086516,9.14E-09,2.47E-07,8.722918978,756,6.607470794,Downregulated
SMKR1,-1.360963004,-0.638118379,43.83865723,1.69E-08,3.92E-07,8.718549759,757,6.406162204,Downregulated
SYBU,-1.329123253,-1.313427038,45.08047135,1.08E-08,2.78E-07,8.713982319,759,6.556188296,Downregulated
KLHL33,-1.693094137,-1.006690162,31.68872535,6.44E-07,7.23E-06,8.704372508,761,5.141103684,Downregulated
SCGB3A2,-1.802259419,-2.288803847,26.8739051,1.61E-06,1.48E-05,8.703336383,762,4.829125204,Downregulated
DMKN,-1.450211793,-1.541724602,39.05539884,5.44E-08,1.01E-06,8.696809332,763,5.996923602,Downregulated
NR1D1,-1.106501737,2.846938235,59.53081744,2.44E-10,1.39E-08,8.694207646,764,7.857382738,Downregulated
AZIN2,-1.195027665,0.373237156,52.83004336,1.38E-09,5.36E-08,8.688613285,765,7.270637773,Downregulated
LBH,-1.378361414,7.160080672,42.43162635,2.29E-08,5.05E-07,8.679283629,766,6.296812679,Downregulated
EIF3L,-1.026265049,7.93514999,66.66474885,4.49E-11,3.66E-09,8.658643405,767,8.437044026,Downregulated
PLD4,-1.675111212,2.962461784,31.67060452,6.27E-07,7.07E-06,8.627492738,769,5.15039997,Downregulated
CYP2U1,-1.358894444,2.623661101,42.94378501,1.98E-08,4.49E-07,8.625736927,770,6.347613653,Downregulated
LDB2,-1.600150562,-0.926984024,33.69567611,3.43E-07,4.40E-06,8.571504003,775,5.35668593,Downregulated
ENPP3,-1.860848338,-0.43264613,26.93403424,3.25E-06,2.57E-05,8.541504112,777,4.590112981,Downregulated
SH3YL1,-1.36390205,3.989581328,42.08128382,2.54E-08,5.49E-07,8.538784725,781,6.260555678,Downregulated
HLA-DMB,-1.291939897,5.89801461,45.51725432,9.52E-09,2.54E-07,8.520835251,783,6.595380536,Downregulated
SLC44A5,-2.121805378,-1.270019492,22.069804,1.67E-05,9.68E-05,8.517065981,784,4.014065602,Downregulated
ANXA2R,-1.214785541,3.154674469,49.71673767,3.01E-09,9.98E-08,8.504424988,788,7.000762439,Downregulated
PSTK,-1.028284615,0.472321888,64.12936489,8.44E-11,5.91E-09,8.461258529,793,8.228518065,Downregulated
PER3,-1.30387015,2.677876723,43.85599388,1.52E-08,3.63E-07,8.396852564,804,6.439945391,Downregulated
RLN1,-1.465114933,-0.641488644,37.21893619,1.17E-07,1.87E-06,8.394073136,805,5.729293278,Downregulated
DPH6,-1.044032082,2.033933907,61.37882902,1.56E-10,9.64E-09,8.369039417,808,8.016074948,Downregulated
TMEM171,-1.724470475,-1.566399707,28.56552749,1.53E-06,1.41E-05,8.363733829,810,4.850030169,Downregulated
IGIP,-1.23575238,3.106558062,47.1908107,5.99E-09,1.74E-07,8.353501325,811,6.759850484,Downregulated
P3H2,-1.781508144,-0.752187555,27.77096711,2.43E-06,2.05E-05,8.352097753,813,4.688217554,Downregulated
CKMT2,-1.466592986,1.542424976,36.6367932,1.30E-07,2.03E-06,8.34836987,814,5.692356331,Downregulated
ERBB3,-1.511441557,-1.874864663,33.78579396,2.22E-07,3.09E-06,8.328587814,816,5.510360475,Downregulated
PRSS33,-2.460794808,1.717493908,17.58771533,0.000100119,0.000413864,8.325219144,817,3.383142356,Downregulated
ITGB8,-1.689396234,-0.558585368,29.76006307,1.25E-06,1.21E-05,8.30964278,821,4.918705637,Downregulated
ADGRG6,-1.477004144,-1.049905715,36.08617272,1.61E-07,2.38E-06,8.305209847,823,5.623010525,Downregulated
CNTNAP2,-1.907076595,1.308441509,24.90014191,6.37E-06,4.44E-05,8.300741741,824,4.352600082,Downregulated
FIGNL2,-1.265770545,-0.994307081,45.42430701,1.07E-08,2.77E-07,8.299847651,825,6.557150254,Downregulated
RPS29,-1.113813019,6.6168177,54.74543618,8.07E-10,3.56E-08,8.296236201,826,7.448499934,Downregulated
