Gene Symbol,logFC,logCPM,F,PValue,BH_adjusted_p-value,MAS_Score,MAS_rank,#NAME?,Category,-log10(P)
OLFM4,5.184215783,5.0799117,31.47176999,2.1899999999999997e-05,4.796177935943059e-05,22.391170822360177,67,3.825963311,Upregulated,4.319104713153522
IL18RAP,3.313226018,9.793349813999999,114.8696193,1.99e-09,1.80095e-07,22.346047392974604,68,6.127141707000001,Upregulated,6.74449834438509
ITGB8,-3.4273674,1.213480522,101.6205929,6.08e-09,3.401483636363636e-07,22.169348906124046,69,5.851327767999999,Downregulated,6.46833161397405
ECHDC3,3.921268,4.074439084,58.86574456,3.41e-07,2.6973187660668378e-06,21.837807064132825,70,4.998373374,Upregulated,5.569067726085752
PLD4,-3.623951131,1.023889918,74.68427142,6.38e-08,1.0219466321243524e-06,21.70953938921471,71,5.399923973,Downregulated,5.9905717832414975
NRCAM,-4.024766726,1.028006193,52.91504603,7.15e-07,4.1354417293233086e-06,21.667243503873244,72,4.822386938,Downregulated,5.3834780942465095
KCNE1,3.543425417,5.473044977000001,77.21376301,4.55e-08,8.452481927710842e-07,21.519278363302025,73,5.471593778,Upregulated,6.073015749128162
CD163,3.658542857,9.441341201,68.86223951,1.08e-07,1.339983870967742e-06,21.486257914726067,74,5.296798207,Upregulated,5.872900429091808
LTF,4.134799957,8.082367741,48.28621727,1.38e-06,6.423993948562783e-06,21.46868715348102,75,4.645830663,Upregulated,5.192194876836945
SYN2,3.567629628,1.055400654,72.93147145,7.61e-08,1.1059783018867925e-06,21.249706077961363,76,5.372659656000001,Upregulated,5.956253393341693
ABCA13,3.8862157010000002,4.0180593,55.08092604,5.49e-07,3.511099585062241e-06,21.197584482171553,77,4.891020169,Upregulated,5.454556852497147
LPL,4.378420926,1.3525703180000002,40.732708200000005,4.57e-06,1.5136587728740583e-05,21.1038663449285,78,4.299527062,Upregulated,4.819972017676333
IFI44,3.9866542989999996,9.067838291000001,49.40637687,1.17e-06,5.769375e-06,20.88556851771959,79,4.6860969930000005,Upregulated,5.238871231688804
FLT3,3.7845294889999996,5.798856391,56.55379826,4.5399999999999996e-07,3.111265033407572e-06,20.841642290621426,80,4.939973608,Upregulated,5.507062991898761
FAP,3.8498422089999997,-0.7543740729999999,47.49576628,7.03e-07,4.1281125954198475e-06,20.728507007058656,81,4.823657384,Upregulated,5.384248465716444
MYO1B,4.090210301,3.837636695,43.017183,3.01e-06,1.1308632478632479e-05,20.232593004373832,82,4.417995433,Upregulated,4.946589909919116
CD177,4.274949134,5.943381702999999,38.31544121,6.41e-06,1.9111986434108527e-05,20.172177562171292,83,4.200834949,Upregulated,4.718694171524917
LY6E,3.9327895980000003,7.256882335,45.61064474,2.03e-06,8.498380952380952e-06,19.941853866958336,84,4.5332840999999995,Upregulated,5.070663804923524
ENPP3,-3.253393053,0.986815222,79.88633295,3.92e-08,7.832363636363636e-07,19.865566607307088,85,5.502825704,Downregulated,6.106107157568547
SH3PXD2B,3.3183716139999997,2.5914117830000003,71.89371240000001,7.86e-08,1.1354563380281691e-06,19.727153665794443,86,5.361297448999999,Upregulated,5.944829561151871
OR2B6,3.6498271210000004,0.91556269,54.06986854,6.73e-07,4.021011650485436e-06,19.693243243167373,87,4.83521848,Upregulated,5.395664668569756
DEFA4,4.276777027,3.772366639,35.98435557,9.58e-06,2.5389888027562445e-05,19.65324118347191,88,4.085763052,Upregulated,4.595339214412571
CRISP2,3.8807363089999996,-0.36075207600000003,42.96450452,2.11e-06,8.773608108108108e-06,19.624191843940313,89,4.5193585789999995,Upregulated,5.056821768185825
P3H2,-3.522700127,-0.9937249779999999,45.49688159,3.47e-07,2.7237729591836735e-06,19.603224163149527,90,4.995691283999999,Downregulated,5.564829095982125
GPER1,3.3333018869999997,-0.398744214,66.67709767,1.2199999999999998e-07,1.4273536121673002e-06,19.484710920010027,91,5.27110869,Upregulated,5.845468421567551
DLL4,3.0815985130000003,-1.333965362,75.87507288,1.95e-08,5.607616822429907e-07,19.263755402937218,92,5.642883467000001,Upregulated,6.251221670075233
CD163L1,3.219273382,1.6655164390000001,70.69854842,9.06e-08,1.2068233766233768e-06,19.05280685660875,93,5.34096624,Upregulated,5.918356285967873
ACBD7,3.626007361,1.582536784,48.41567422,1.4e-06,6.477894736842105e-06,18.813778920141644,94,4.64274709,Upregulated,5.188566113377409
SMARCD3,2.583743409,6.100071634,147.3434872,2.55e-10,5.2308999999999995e-08,18.813330189096682,95,6.663631491,Upregulated,7.281423582374267
TIFAB,-3.25641706,-1.065585981,51.31441798,1.66e-07,1.7026066666666667e-06,18.785897714384788,96,5.194105757,Downregulated,5.768885670432149
CKAP2L,2.558295155,1.610720944,153.36796950000002,1.8599999999999998e-10,4.6391692307692306e-08,18.761410466108277,97,6.715950003,Upregulated,7.333559784702902
CMPK2,3.730517978,6.768364055,44.69993241,2.32e-06,9.4177308707124e-06,18.74978377761759,98,4.4900409869999995,Upregulated,5.026053724493695
DYNC1I1,3.988618207,0.27463388899999996,37.44964735,7.06e-06,2.0321440598690366e-05,18.714778140920455,99,4.175252036,Upregulated,4.692045507909516
SLC4A3,-3.3602026489999997,-0.8852667479999999,48.13673615,3.41e-07,2.6973187660668378e-06,18.71319612565375,100,4.998373374,Downregulated,5.569067726085752
CEACAM8,3.820704712,4.39552832,41.74992702,3.67e-06,1.2935383734249714e-05,18.67644779762111,101,4.362542415,Upregulated,4.888220683206022
GADD45A,2.5205288230000003,4.144652099,157.7870508,1.44e-10,4.0280727272727275e-08,18.639065390603943,102,6.778176942000001,Upregulated,7.3949026968155165
COL9A2,3.2618421410000003,4.992736965,62.43336287,2.22e-07,2.057512048192771e-06,18.548979443541246,103,5.1125665389999995,Upregulated,5.68665761300594
FCGBP,-3.025834099,1.8197982259999999,79.41516881,3.82e-08,7.773473684210526e-07,18.48598505548105,104,5.506192534,Downregulated,6.1093848673297835
MYBPC1,3.311815598,-1.395819757,50.84301685,3.2799999999999997e-07,2.6489658792650916e-06,18.469742685620716,105,5.005900581000001,Upregulated,5.576923635716482
WNT7A,-3.104831734,-1.189125081,53.27986198,1.2e-07,1.4256370656370654e-06,18.15081844112078,106,5.270994496,Downregulated,5.845991021786169
RASGEF1A,2.807778135,4.767155923,98.90956505,6.609999999999999e-09,3.522634482758621e-07,18.118964105372562,107,5.836069329,Upregulated,6.453132417947462
ZDHHC19,3.853546413,2.0822659040000002,37.82154562,7.08e-06,2.035996261682243e-05,18.07784565574705,108,4.174216848,Upregulated,4.691223023747982
PSTPIP2,2.79434859,8.041296575,98.00918947,7.11e-09,3.5864704918032785e-07,18.01050644860487,109,5.8285253379999995,Upregulated,6.445332738033542
SLC5A9,2.9399424689999996,3.666202885,80.62793257,3.27e-08,7.554723880597016e-07,17.997685136046115,110,5.517669645,Upregulated,6.121781404167375
IRAK3,2.804748928,9.589933472,94.61279595,9.39e-09,3.9579493150684934e-07,17.9574885134025,111,5.785322283999999,Upregulated,6.402529771606886
SMTNL1,3.7968321869999997,5.800917411,38.49452489,6.22e-06,1.88005304518664e-05,17.943183063453652,112,4.208236222,Upregulated,4.725829897062463
LRRC36,-3.3229534469999997,-0.954250913,43.7245365,6.9e-07,4.098706563706563e-06,17.901923795630953,113,4.827542794,Downregulated,5.38735317276052
OTOF,4.871740308,3.4148689219999997,22.78972219,0.000137706,0.0002197462918610679,17.821208209134692,114,3.217708792,Upregulated,3.65807844475414
AMPH,3.388873787,3.133002008,49.56765007,1.15e-06,5.707338709677419e-06,17.769784563728457,115,4.6918307189999995,Upregulated,5.243566352897184
KCNMA1,3.766449255,2.9340517000000004,38.00241105,6.78e-06,1.9774464454976304e-05,17.716982833478575,116,4.1867443,Upregulated,4.703895269519189
NELL2,-3.264249707,5.49355681,54.12431355,6.21e-07,3.7898891089108914e-06,17.696716849708633,117,4.85863543,Downregulated,5.421373497180384
TMEM45A,4.310142627,1.43484198,28.30827326,4.26e-05,8.141627329192546e-05,17.62541788772893,118,3.613661527,Upregulated,4.089288780681672
ASPH,2.972358171,7.6509996760000005,69.78001156,9.77e-08,1.2499514522821577e-06,17.54614789333133,119,5.327124487,Upregulated,5.903106854524272
MAB21L3,2.8910178889999996,2.655453948,76.18301358,5.0599999999999996e-08,8.746977528089887e-07,17.51419686494179,120,5.460598415,Upregulated,6.058141989221636
CUX2,-3.038360048,-0.41558709200000005,60.17842206,1.82e-07,1.783484076433121e-06,17.46671387956205,121,5.174344577,Downregulated,5.7487307638406815
SERPINA9,3.250813472,-0.213512459,52.71565186,7.48e-07,4.2860260707635e-06,17.450188545770708,122,4.8112950969999995,Upregulated,5.367945191587636
FBXO39,3.7277662339999997,0.70683287,37.74799521,7.45e-06,2.105018365472911e-05,17.433808781149573,123,4.161216181,Upregulated,4.676744110760024
NNMT,3.824850955,-0.663501175,32.61326601,1.11e-05,2.822702479338843e-05,17.40052791883546,124,4.040319755,Upregulated,4.5493348952823345
ARHGAP29,2.926119882,2.108267959,71.18624378,8.48e-08,1.1753585585585585e-06,17.351392365354577,125,5.346892857,Upregulated,5.929829625946466
SERPINA11,3.140739377,0.296456414,57.44968229,4.41e-07,3.083993181818182e-06,17.30825851781542,126,4.942033553,Upregulated,5.51088659077089
GPR15,-3.4070710739999996,2.804036048,45.83251979,1.98e-06,8.380275103163687e-06,17.29681987920193,127,4.539029767,Downregulated,5.076741724350049
MAOB,3.500347045,0.058004605,42.67091903,3.21e-06,1.1772550655542313e-05,17.253663642341085,128,4.399702769,Upregulated,4.92912943217637
ZCCHC12,2.815923918,-1.580046562,69.66050321,3.78e-08,7.754039999999999e-07,17.206624150798444,129,5.505952582000001,Upregulated,6.110471962970998
DSC1,-3.279873129,1.3380574920000001,49.81201751,1.19e-06,5.830621019108281e-06,17.16779133140299,130,4.6843623789999995,Downregulated,5.234285186097207
SLC26A8,2.9595104639999996,6.481897378999999,65.77678155,1.51e-07,1.6132881944444444e-06,17.14233707736705,131,5.217375257,Upregulated,5.792288044218603
IL5RA,-3.2790169739999997,2.6522447469999997,49.16938615,1.23e-06,5.950801886792454e-06,17.134255657961543,132,4.677789245,Downregulated,5.2254245079615576
GGH,2.731000228,1.789246331,85.98624413,2.0099999999999998e-08,5.702330275229357e-07,17.052222407285367,133,5.634617423,Upregulated,6.243947632246542
SARDH,-2.7453088739999996,-0.08764326199999999,83.43873473,2.4300000000000003e-08,6.283285714285715e-07,17.02589278964358,134,5.5925178529999995,Downregulated,6.20181319154676
REG4,-3.500383706,-0.829935313,34.69175551,4.01e-06,1.3755596432552953e-05,17.017187404231017,135,4.336849653,Downregulated,4.861520574176452
CYP7A1,2.7743885969999997,-1.364485385,73.77142152,3.56e-08,7.451782312925171e-07,17.000731538943043,136,5.522201572999999,Upregulated,6.127739840527842
CEACAM6,3.655015132,3.736921718,36.65936717,8.51e-06,2.3421529516994635e-05,16.924126318065095,137,4.119090205,Upregulated,4.630384747218359
LGALSL,2.618639702,6.291577342,98.40963643,6.879999999999999e-09,3.579576666666666e-07,16.880192318675103,138,5.828914564,Upregulated,6.446168331513024
TRIM22,2.475257198,10.52924092,121.1141769,1.29e-09,1.5503346153846153e-07,16.85544843522397,139,6.192360816,Upregulated,6.809574556067595
SLC22A15,2.43720597,6.920316821,125.07652549999999,9.919999999999999e-10,1.2718266666666667e-07,16.805929423636336,140,6.278371654,Upregulated,6.895572073309969
RMI2,2.6774880000000003,1.8163125409999998,87.6744305,1.73e-08,5.35398e-07,16.791392760641706,141,5.663759343,Upregulated,6.271323255469942
ANKRD22,3.181068128,4.897382048,50.11921972,1.06e-06,5.408988391376451e-06,16.75431666921721,142,4.713660807,Upregulated,5.266883950627923
BPI,3.630721615,4.841478864,36.25403264,9.12e-06,2.4508506550218343e-05,16.74010698024592,143,4.099692219,Upregulated,4.610683152100032
DCHS1,-2.7468323389999996,2.675301273,76.59118598,4.87e-08,8.697416184971097e-07,16.647478849199526,144,5.463303617999999,Downregulated,6.0606097477577165
KCNK10,-3.44302577,-0.6943669109999999,35.41130083,4.37e-06,1.4663565976008722e-05,16.64276163164829,145,4.311549031,Downregulated,4.833760402452141
ARL4A,2.2687753230000003,4.980969373,152.05841759999998,1.96e-10,4.6391692307692306e-08,16.63819946927914,146,6.715950003,Upregulated,7.333559784702902
RAB32,2.480083285,5.409271282000001,112.5897652,2.3399999999999998e-09,2.0571942857142855e-07,16.583634136783697,147,6.069987141,Upregulated,6.6867246906926745
ERLIN1,2.6344224940000003,6.602475161,88.01303664,1.66e-08,5.320645833333333e-07,16.5284606412303,148,5.666843932999999,Upregulated,6.274035648752055
S100A8,2.723588092,12.80940986,76.4818824,4.8899999999999995e-08,8.697416184971097e-07,16.50660453925204,149,5.463403841,Upregulated,6.0606097477577165
PRR16,3.07267424,-0.448713521,51.87778308,8.21e-07,4.601488160291439e-06,16.399174882451764,150,4.7805518639999995,Upregulated,5.337101691083193
SPINK8,3.0516193130000002,1.2782333190000001,52.65835048,7.729999999999999e-07,4.3884151291512914e-06,16.349637284721958,151,4.80110908,Upregulated,5.357692296372604
CLEC4E,2.72367392,9.186320432,73.78290791,6.42e-08,1.013043076923077e-06,16.326714920263722,152,5.405105977000001,Upregulated,5.994372087046206
PMP22,-3.4215962230000003,-0.48877363700000004,35.59993077,5.4e-06,1.71650826446281e-05,16.30511759405339,153,4.24906182,Downregulated,4.765354101237967
VNN1,3.0067780460000004,7.105322721,53.90074789,6.389999999999999e-07,3.870478346456693e-06,16.27339045385271,154,4.851310572,Upregulated,5.41223535787806
SLC45A3,-2.395342901,1.436749412,117.09053030000001,1.7800000000000003e-09,1.7965709677419358e-07,16.157918774177308,155,6.129196595,Downregulated,6.74555562271763
P2RY10,-2.5611807140000002,4.81489943,89.22550847,1.49e-08,5.038164835164834e-07,16.129618541991253,156,5.685621274,Downregulated,6.297727627661361
LCN2,3.5527069360000003,5.434451319,34.76853334,1.1900000000000001e-05,2.98178338762215e-05,16.077860181124898,157,4.020993975,Upregulated,4.52552390916516
LY6G6C,2.883573104,0.897468266,58.53029322,3.7e-07,2.7768048780487806e-06,16.02244314313437,158,4.986878603,Upregulated,5.556454636405282
CLEC4F,-3.8010435030000003,0.5213808320000001,29.43706725,2.95e-05,6.096138347884486e-05,16.021190012946843,159,3.728632555,Downregulated,4.214945185526555
HSPG2,-3.095733617,-0.17412894899999998,46.32289118,1.48e-06,6.7167551622418885e-06,16.013736176201334,160,4.6265684060000005,Downregulated,5.172840482224648
SAMD15,2.9032679530000003,0.5000160779999999,56.995794599999996,4.5899999999999997e-07,3.1177549668874173e-06,15.985852124282207,161,4.9377930999999995,Upregulated,5.506158020228113
CCNA1,3.360795832,1.9038724530000002,38.52926887,6.25e-06,1.8872669283611386e-05,15.87695965560369,162,4.2066462289999995,Upregulated,4.724166670414893
SMIM3,2.169953444,5.040202498,149.5870475,2.25e-10,4.945178571428571e-08,15.853284976599333,163,6.688534422,Upregulated,7.305818021319417
RPH3A,3.569294236,5.846651822999999,33.24479842,1.57e-05,3.7075134305448964e-05,15.815247461495472,164,3.9329237139999997,Upregulated,4.430917267055893
FBLN2,-3.098205984,-0.910717113,39.9557888,1.95e-06,8.310457063711911e-06,15.740048504677565,165,4.542701277,Downregulated,5.080375089959663
TARM1,3.269990125,-0.36661166100000003,39.9472781,4.68e-06,1.54179443254818e-05,15.735105914752252,166,4.292824421000001,Upregulated,4.811973526908511
RRM2,2.8832402239999997,3.961706988,54.52808413,5.89e-07,3.6539375000000004e-06,15.676865862042622,167,4.872875774,Upregulated,5.4372388854556375
HMGB2,2.499334304,9.077133807000001,87.65607017,1.71e-08,5.369051020408164e-07,15.671082190498968,168,5.66236801,Upregulated,6.270102469052882
EREG,3.2776109719999997,4.55886064,39.57889808,5.2e-06,1.6736820083682007e-05,15.654941952786475,169,4.259637589,Upregulated,4.776327052393842
CDC6,2.524212935,2.092464147,82.13729879,2.85e-08,6.8511328125e-07,15.559848318137362,170,5.56107553,Upregulated,6.1642376133919
CACNG8,-3.0716679019999997,1.7585887619999998,45.62958856,2.08e-06,8.684070556309363e-06,15.546561049370089,171,4.5234816019999995,Downregulated,5.061276656648832
ANXA3,2.9414507889999997,7.861393801,50.47072334,1.01e-06,5.267406779661018e-06,15.52616308555482,172,4.72436602,Upregulated,5.278403141612043
OAS1,3.201573901,7.534357197,40.85565485,4.22e-06,1.4316361631753033e-05,15.508959727343441,173,4.320197468,Upregulated,4.844167339850963
OASL,2.75590308,6.447591642999999,60.70100462,2.73e-07,2.386423295454546e-06,15.494383036929152,174,5.051180764,Upregulated,5.6222525201899165
S100A12,2.924448843,9.157641,50.74105252,9.759999999999998e-07,5.1512041166380776e-06,15.464752310967196,175,4.736031229,Upregulated,5.288091240844864
PRRT4,3.250592847,0.151423461,39.34483081,5.69e-06,1.766713420787084e-05,15.4495278518032,176,4.236578061,Upregulated,4.752833891842745
CRISP3,3.163569995,4.650079022,41.3883733,3.88e-06,1.3429426321709786e-05,15.412731234151188,177,4.346205652,Upregulated,4.871942539128548
BIRC5,2.9452017219999997,0.932549035,49.39134879,1.22e-06,5.93039494470774e-06,15.394323132241842,178,4.6780538169999994,Upregulated,5.226916383095149
CREG1,1.968859265,6.410240992,198.9285007,2.0000000000000002e-11,1.5385000000000002e-08,15.382505472517877,179,7.195551786,Upregulated,7.812902499416523
